표적,시각,알수,현재,전체
nolja_0803,8079,7,24,132
nolja_0803,8080,8,24,132
nolja_0803,8081,8,24,132
nolja_0803,8082,7,24,132
nolja_0803,8083,8,23,132
nolja_0803,8084,8,23,132
nolja_0803,8085,8,22,132
nolja_0803,8337,8,22,132
nolja_0803,8338,7,22,132
nolja_0803,8339,8,22,132
nolja_0803,8340,7,22,132
nolja_0803,8341,8,22,132
nolja_0803,8342,8,22,132
nolja_0803,8343,7,22,132
nolja_0803,8344,8,22,132
nolja_0803,8345,7,22,132
nolja_0803,8346,8,22,132
nolja_0803,8347,8,22,132
nolja_0803,8348,7,22,132
nolja_0803,8349,8,22,132
nolja_0803,8350,7,22,132
nolja_0803,8351,8,22,132
nolja_0803,8352,8,22,132
nolja_0803,8353,7,22,132
nolja_0803,8354,8,22,132
nolja_0803,8356,8,22,132
nolja_0803,8357,8,22,132
nolja_0803,8358,7,22,132
nolja_0803,8359,8,22,132
nolja_0803,8360,7,22,132
nolja_0803,8361,9,21,132
nolja_0803,8362,11,16,132
nolja_0803,8363,11,17,132
nolja_0803,8366,10,5,132
nolja_0803,8367,11,68,132
nolja_0803,8370,10,7,132
nolja_0803,8372,10,13,132
nolja_0803,8373,12,89,132
nolja_0803,8374,9,99,132
nolja_0803,8375,10,64,132
nolja_0803,8385,10,110,132
nolja_0803,8386,8,111,132
nolja_0803,8596,9,118,131
nolja_0803,8597,9,118,131
nolja_0803,8598,8,118,131
nolja_0803,8599,8,118,131
nolja_0803,8600,9,118,131
nolja_0803,8601,9,118,131
nolja_0803,8602,9,118,131
nolja_0803,8603,8,118,131
nolja_0803,8604,8,118,131
nolja_0803,8605,9,118,131
nolja_0803,8606,9,118,131
nolja_0803,8607,9,118,131
nolja_0803,8608,8,118,131
nolja_0803,8609,8,118,131
nolja_0803,8610,9,118,131
nolja_0803,8611,9,118,131
nolja_0803,8612,9,118,131
nolja_0803,8613,8,118,131
nolja_0803,8614,8,118,131
nolja_0803,8615,9,118,131
nolja_0803,8616,9,118,131
nolja_0803,8617,9,118,131
nolja_0803,8618,8,118,131
nolja_0803,8619,8,118,131
nolja_0803,8620,9,118,131
nolja_0803,8621,9,118,131
nolja_0803,8622,9,118,131
nolja_0803,8623,10,117,131
nolja_0803,8624,10,117,131
nolja_0803,8625,9,118,131
nolja_0803,8626,9,118,131
nolja_0803,8627,9,118,131
nolja_0803,8628,8,118,131
nolja_0803,8629,8,118,131
nolja_0803,8630,8,118,131
nolja_0803,8631,9,118,131
nolja_0803,8632,9,118,131
nolja_0803,8633,9,118,131
nolja_0803,8634,8,118,131
nolja_0803,8635,9,118,131
nolja_0803,8636,9,118,131
nolja_0803,9993,12,3,17
nolja_0803,9994,12,3,17
nolja_0803,10009,10,1,132
nolja_0803,10012,8,62,132
nolja_0803,10015,9,62,132
nolja_0803,10016,9,44,132
nolja_0803,10019,9,56,132
nolja_0803,10023,11,67,132
nolja_0803,10024,6,70,132
nolja_0803,10025,7,79,132
nolja_0803,10026,4,80,132
nolja_0803,10027,11,83,132
nolja_0803,10029,10,36,132
nolja_0803,10034,9,106,132
nolja_0803,10035,8,107,132
nolja_0803,10037,8,114,132
nolja_0803,10040,9,125,132
nolja_0803,10044,10,7,132
nolja_0803,10046,11,17,132
nolja_0803,10047,9,18,132
nolja_0803,10048,8,23,132
nolja_0803,10051,8,96,132
nolja_0803,10052,8,42,132
nolja_0803,10053,8,43,132
nolja_0803,10055,10,61,132
nolja_0803,10251,7,53,132
nolja_0803,10252,8,53,132
nolja_0803,10253,8,53,132
nolja_0803,10254,7,54,132
nolja_0803,10257,10,60,132
nolja_0803,10259,8,92,132
nolja_0803,10516,7,42,131
nolja_0803,10517,8,41,131
nolja_0803,10518,8,96,131
nolja_0803,10519,9,35,131
nolja_0803,10529,9,102,131
nolja_0803,11443,12,3,17
nolja_0803,11449,2,1,177
nolja_0803,11450,2,1,177
nolja_0803,11451,2,1,177
nolja_0803,11452,1,1,177
nolja_0803,11456,2,15,177
nolja_0803,11457,2,17,177
nolja_0803,11629,2,13,177
nolja_0803,11630,1,13,177
nolja_0803,11631,1,13,177
nolja_0803,11632,1,13,177
nolja_0803,11633,2,13,177
nolja_0803,11634,2,13,177
nolja_0803,11635,1,13,177
nolja_0803,11636,1,13,177
nolja_0803,11637,2,13,177
nolja_0803,11638,2,13,177
nolja_0803,11639,2,13,177
nolja_0803,11640,1,13,177
nolja_0803,11641,1,13,177
nolja_0803,11642,1,13,177
nolja_0803,11643,2,13,177
nolja_0803,11644,2,13,177
nolja_0803,11645,2,13,177
nolja_0803,11646,1,13,177
nolja_0803,11647,1,13,177
nolja_0803,11648,2,13,177
nolja_0803,11649,2,13,177
nolja_0803,11650,1,13,177
nolja_0803,11651,1,13,177
nolja_0803,11652,1,13,177
nolja_0803,11653,2,13,177
nolja_0803,11654,2,13,177
nolja_0803,11655,1,13,177
nolja_0803,11656,1,13,177
nolja_0803,11657,2,13,177
nolja_0803,11658,2,13,177
nolja_0803,11659,2,13,177
nolja_0803,11660,1,13,177
nolja_0803,11661,1,13,177
nolja_0803,11662,1,13,177
nolja_0803,11663,2,13,177
nolja_0803,11664,2,13,177
nolja_0803,11665,1,13,177
nolja_0803,11666,1,13,177
nolja_0803,11667,2,13,177
nolja_0803,11668,2,13,177
nolja_0803,11669,2,13,177
nolja_0803,11670,1,13,177
nolja_0803,11671,1,13,177
nolja_0803,11672,1,13,177
nolja_0803,11673,2,13,177
nolja_0803,11674,2,13,177
nolja_0803,11675,1,13,177
nolja_0803,11676,2,13,177
nolja_0803,11677,1,13,177
nolja_0803,11678,2,13,177
nolja_0803,11679,2,13,177
nolja_0803,11680,1,13,177
nolja_0803,11681,1,13,177
nolja_0803,11682,1,13,177
nolja_0803,11683,2,13,177
nolja_0803,11684,2,13,177
nolja_0803,11685,2,13,177
nolja_0803,11686,1,13,177
nolja_0803,11687,1,13,177
nolja_0803,11688,2,13,177
nolja_0803,11689,2,13,177
nolja_0803,11690,1,13,177
nolja_0803,11691,1,13,177
nolja_0803,11692,1,13,177
nolja_0803,11693,2,13,177
nolja_0803,11694,2,13,177
nolja_0803,11695,2,13,177
nolja_0803,11696,1,13,177
nolja_0803,11697,1,13,177
nolja_0803,11698,2,13,177
nolja_0803,11699,2,13,177
nolja_0803,11700,1,13,177
nolja_0803,11701,1,13,177
nolja_0803,11702,1,13,177
nolja_0803,11703,2,13,177
nolja_0803,11704,2,13,177
nolja_0803,11705,1,13,177
nolja_0803,11706,1,13,177
nolja_0803,11707,2,13,177
nolja_0803,11708,2,13,177
nolja_0803,11709,2,13,177
nolja_0803,11710,1,13,177
nolja_0803,11711,1,13,177
nolja_0803,11712,1,13,177
nolja_0803,11713,2,13,177
nolja_0803,11714,2,13,177
nolja_0803,11715,1,13,177
nolja_0803,11716,1,13,177
nolja_0803,11717,2,13,177
nolja_0803,11718,2,13,177
nolja_0803,11885,2,18,133
nolja_0803,11887,2,6,177
nolja_0803,12178,13,3,19
nolja_0803,12183,2,7,177
nolja_0803,12447,11,1,19
nolja_0803,12450,10,11,19
nolja_0803,12702,10,7,19
nolja_0803,12708,11,1,132
nolja_0803,12709,11,2,132
nolja_0803,12715,10,66,132
nolja_0803,12717,6,79,132
nolja_0803,12722,12,98,132
nolja_0803,12937,11,105,132
nolja_0803,13197,11,104,131
nolja_0803,13198,11,104,131
nolja_0803,13199,11,104,131
nolja_0803,13202,8,106,131
nolja_0803,13203,7,106,131
nolja_0803,13204,8,106,131
nolja_0803,13205,7,106,131
nolja_0803,13206,8,106,131
nolja_0803,13207,8,106,131
nolja_0803,13208,7,106,131
nolja_0803,13209,8,106,131
nolja_0803,13210,7,106,131
nolja_0803,13213,11,116,131
nolja_0803,13218,9,33,131
nolja_0803,13219,10,35,131
nolja_0803,13221,9,99,131
nolja_0803,13222,10,96,131
nolja_0803,13223,10,45,131
nolja_0803,13226,8,54,131
nolja_0803,13227,9,55,131
nolja_0803,13228,9,58,131
nolja_0808,1036,8,44,79
nolja_0808,1037,8,44,79
nolja_0808,1042,2,1,120
nolja_0808,1043,2,3,120
nolja_0808,1044,2,2,120
nolja_0808,1047,1,114,120
nolja_0808,1048,1,114,120
nolja_0808,1049,2,113,120
nolja_0808,1051,2,98,120
nolja_0808,1052,2,69,120
nolja_0808,1053,2,73,120
nolja_0808,1054,2,70,120
nolja_0808,1055,2,68,120
nolja_0808,1056,1,67,120
nolja_0808,1057,1,66,120
nolja_0808,1058,2,66,120
nolja_0808,1059,1,66,120
nolja_0808,1066,1,1,120
nolja_0808,1067,2,120,120
nolja_0808,1071,2,104,120
nolja_0808,1072,1,104,120
nolja_0808,1073,1,104,120
nolja_0808,1076,2,2,175
nolja_0808,1077,2,4,179
nolja_0808,1078,2,6,175
nolja_0808,1079,1,7,175
nolja_0808,1080,2,8,175
nolja_0808,1081,2,9,175
nolja_0808,1082,2,10,175
nolja_0808,1083,2,10,175
nolja_0808,1084,2,10,175
nolja_0808,1085,1,10,175
nolja_0808,1086,1,10,175
nolja_0808,1087,2,10,175
nolja_0808,1088,2,10,175
nolja_0808,1089,2,10,175
nolja_0808,1090,3,10,175
nolja_0808,1092,2,9,175
nolja_0808,1093,2,9,175
nolja_0808,1094,1,9,175
nolja_0808,1095,2,9,175
nolja_0808,1096,1,9,175
nolja_0808,1097,2,9,175
nolja_0808,1098,2,9,175
nolja_0808,1099,1,9,179
nolja_0808,1100,2,10,175
nolja_0808,1102,2,88,172
nolja_0808,1103,1,28,175
nolja_0808,1106,2,68,179
nolja_0808,1107,2,12,175
nolja_0808,1108,2,38,179
nolja_0808,1109,2,103,176
nolja_0808,1110,2,116,175
nolja_0808,1113,1,118,175
nolja_0808,1114,2,117,175
nolja_0808,1122,10,1,132
nolja_0808,1124,8,8,132
nolja_0808,1418,12,3,17
nolja_0808,1419,12,3,17
nolja_0808,1420,12,3,17
nolja_0808,1421,11,3,17
nolja_0808,1422,12,3,17
nolja_0808,1423,12,3,17
nolja_0808,1424,12,3,17
nolja_0808,1425,12,3,17
nolja_0808,1426,10,4,17
nolja_0808,1427,7,5,17
nolja_0808,1428,9,4,17
nolja_0808,1429,9,4,17
nolja_0808,1430,10,4,17
nolja_0808,1431,10,4,17
nolja_0808,1432,10,4,17
nolja_0808,1434,10,4,17
nolja_0808,1435,10,4,17
nolja_0808,1437,10,1,17
nolja_0808,1615,11,1,17
nolja_0808,1616,10,1,17
nolja_0808,1617,11,1,17
nolja_0808,1618,11,1,17
nolja_0808,1627,1,6,7
nolja_0808,1628,2,4,7
nolja_0808,1629,1,5,7
nolja_0808,1630,2,6,7
nolja_0808,1631,1,6,7
nolja_0808,1632,2,6,7
nolja_0808,1633,1,6,7
nolja_0808,1634,2,6,7
nolja_0808,1635,2,5,7
nolja_0808,1637,2,4,7
nolja_0808,1638,2,4,7
nolja_0808,1639,2,4,7
nolja_0808,1640,1,4,7
nolja_0808,1641,2,4,7
nolja_0808,1642,2,7,7
nolja_0808,1643,2,7,7
nolja_0808,1644,2,7,7
nolja_0808,1646,2,1,15
nolja_0808,1647,2,2,15
nolja_0808,1649,1,5,15
nolja_0808,1650,2,6,15
nolja_0808,1654,2,4,15
nolja_0808,1655,1,4,15
nolja_0808,1656,2,5,15
nolja_0808,1658,2,1,17
nolja_0808,1659,2,3,17
nolja_0808,1660,1,3,17
nolja_0808,1661,1,3,17
nolja_0808,1663,1,4,17
nolja_0808,1664,2,5,17
nolja_0808,1665,2,5,17
nolja_0808,1666,2,6,17
nolja_0808,1669,2,1,16
nolja_0808,1670,1,2,16
nolja_0808,1671,2,2,16
nolja_0808,1672,2,4,16
nolja_0808,1673,2,4,16
nolja_0808,1674,1,4,16
nolja_0808,1675,2,4,16
nolja_0808,1685,10,1,70
nolja_0808,1688,7,57,70
nolja_0808,1689,9,56,70
nolja_0808,1690,9,55,70
nolja_0808,1859,2,1,16
nolja_0808,1860,2,1,16
nolja_0808,1862,2,4,16
nolja_0808,1863,2,4,16
nolja_0808,1865,2,1,35
nolja_0808,1866,1,3,35
nolja_0808,1867,2,3,35
nolja_0808,1868,1,4,35
nolja_0808,1870,1,1,47
nolja_0808,1871,2,2,47
nolja_0808,1872,2,3,47
nolja_0808,1873,2,4,47
nolja_0808,1874,2,4,47
nolja_0808,1876,2,1,84
nolja_0808,1877,1,2,64
nolja_0808,1878,2,3,84
nolja_0808,1879,1,4,84
nolja_0808,1880,2,5,84
nolja_0808,1882,1,1,62
nolja_0808,1884,2,4,62
nolja_0808,1885,2,4,62
nolja_0808,1887,1,2,79
nolja_0808,1888,2,4,79
nolja_0808,1889,2,4,79
nolja_0808,1890,1,4,79
nolja_0808,1900,2,1,10
nolja_0808,1901,2,1,10
nolja_0808,1903,2,1,10
nolja_0808,1904,2,3,10
nolja_0808,1905,3,4,10
nolja_0808,1907,2,7,10
nolja_0808,1908,2,8,10
nolja_0808,1917,10,131,131
nolja_0808,1919,9,116,131
nolja_0808,1921,10,107,131
nolja_0808,2120,9,4,19
nolja_0808,2121,10,4,19
nolja_0808,2122,10,4,19
nolja_0808,2123,9,4,19
nolja_0808,2124,10,4,19
nolja_0808,2125,9,4,19
nolja_0808,2126,10,4,19
nolja_0808,2127,10,4,19
nolja_0808,2128,9,4,19
nolja_0808,2129,10,4,19
nolja_0808,2130,9,4,19
nolja_0808,2131,8,5,19
nolja_0808,2133,9,8,19
nolja_0808,2136,10,11,19
nolja_0808,2137,10,11,19
nolja_0808,2138,9,11,19
nolja_0808,2139,10,11,19
nolja_0808,2140,7,12,19
nolja_0808,2141,8,12,19
nolja_0808,2142,7,13,19
nolja_0808,2143,9,14,19
nolja_0808,2144,8,15,19
nolja_0808,2145,8,16,19
nolja_0808,2146,7,17,19
nolja_0808,2147,8,17,19
nolja_0808,2149,13,19,19
nolja_0808,2151,12,2,19
nolja_0808,2152,12,3,19
nolja_0808,2153,10,4,19
nolja_0808,2154,8,5,19
nolja_0808,2155,9,4,19
nolja_0808,2319,9,4,19
nolja_0808,2320,10,4,19
nolja_0808,2321,10,4,19
nolja_0808,2323,8,8,19
nolja_0808,2325,9,8,19
nolja_0808,2326,7,10,19
nolja_0808,2327,7,10,19
nolja_0808,2328,9,11,19
nolja_0808,2329,10,11,19
nolja_0808,2330,9,11,19
nolja_0808,2331,10,11,19
nolja_0808,2332,10,11,19
nolja_0808,2334,8,13,19
nolja_0808,2335,9,14,19
nolja_0808,2336,7,15,19
nolja_0808,2337,7,15,19
nolja_0808,2338,9,16,19
nolja_0808,2341,11,1,19
nolja_0808,2342,11,1,19
nolja_0808,2346,9,1,10
nolja_0808,2347,11,9,10
nolja_0808,2348,8,8,10
nolja_0808,2349,8,7,10
nolja_0808,2350,10,6,10
nolja_0808,2351,8,5,10
nolja_0808,2352,8,5,10
nolja_0808,2354,12,4,10
nolja_0808,2355,11,4,10
nolja_0808,2356,12,4,10
nolja_0808,2358,10,10,10
nolja_0808,2359,8,1,10
nolja_0808,2361,11,9,10
nolja_0808,2363,8,8,10
nolja_0808,2365,8,8,10
nolja_0808,2366,7,8,10
nolja_0808,2367,8,8,10
nolja_0808,2527,7,8,10
nolja_0808,2528,7,8,10
nolja_0808,2529,7,8,10
nolja_0808,2530,8,8,10
nolja_0808,2679,2,10,11
nolja_0808,2680,2,10,11
nolja_0808,2681,2,10,11
nolja_0808,2737,2,1,56
nolja_0808,2738,2,1,56
nolja_0808,2742,2,1,29
nolja_0808,2743,2,3,29
nolja_0808,2744,2,6,29
nolja_0808,2755,2,1,29
nolja_0808,2758,1,12,29
nolja_0808,2759,2,13,29
nolja_0808,2760,1,12,29
nolja_0808,2761,2,10,29
nolja_0808,2762,2,9,29
nolja_0808,2764,1,9,29
nolja_0808,2765,2,9,29
nolja_0808,2884,2,16,89
nolja_0808,2885,2,1,29
nolja_0808,2886,2,18,29
nolja_0808,2887,2,16,29
nolja_0808,2888,2,16,29
nolja_0808,2966,2,16,29
nolja_0808,2967,1,14,29
nolja_0808,2968,2,9,29
nolja_0808,2969,2,10,29
nolja_0808,3078,12,3,19
nolja_0808,3079,12,3,19
nolja_0808,3080,13,3,19
nolja_0808,3081,13,3,19
nolja_0808,3082,12,3,19
nolja_0808,3083,13,3,19
nolja_0808,3084,12,3,19
nolja_0808,3085,10,4,19
nolja_0808,3086,9,4,19
nolja_0808,3088,8,5,19
nolja_0808,3089,7,5,19
nolja_0808,3090,8,5,19
nolja_0808,3091,8,5,19
nolja_0808,3092,7,5,19
nolja_0808,3093,8,5,19
nolja_0808,3094,7,5,19
nolja_0808,3095,8,5,19
nolja_0808,3096,8,5,19
nolja_0808,3097,7,5,19
nolja_0808,3100,8,13,19
nolja_0808,3101,8,14,19
nolja_0808,3102,9,14,19
nolja_0808,3103,9,14,19
nolja_0808,3105,9,14,19
nolja_0808,3106,9,14,19
nolja_0808,3290,9,14,19
nolja_0808,3313,8,19,19
nolja_0808,3314,8,16,19
nolja_0808,3315,8,17,19
nolja_0808,3317,12,19,19
nolja_0808,3318,10,1,19
nolja_0808,3321,10,4,19
nolja_0808,3323,10,7,19
nolja_0808,3324,9,8,19
nolja_0808,3326,9,8,19
nolja_0808,3328,9,8,19
nolja_0808,3329,9,8,19
nolja_0808,3330,8,8,19
nolja_0808,3331,9,8,19
nolja_0808,3485,9,8,19
nolja_0808,3487,7,9,19
nolja_0808,3488,8,9,19
nolja_0808,3489,8,9,19
nolja_0808,3490,8,9,19
nolja_0808,3491,8,9,19
nolja_0808,3492,7,9,19
nolja_0808,3493,8,9,19
nolja_0808,3494,8,9,19
nolja_0808,3505,1,1,11
nolja_0808,3506,2,1,11
nolja_0808,3507,2,10,11
nolja_0808,3662,1,10,11
nolja_0808,3663,2,10,11
nolja_0808,3664,2,10,11
nolja_0808,3665,1,10,11
nolja_0808,3666,2,10,11
nolja_0808,3667,2,11,11
nolja_0808,3668,2,2,11
nolja_0808,3669,2,4,11
nolja_0808,3670,2,7,11
nolja_0808,3700,9,1,10
nolja_0808,3702,9,2,10
nolja_0808,3703,12,4,10
nolja_0808,3704,8,5,10
nolja_0808,3705,10,6,10
nolja_0808,3706,9,7,10
nolja_0808,3707,8,8,10
nolja_0808,3710,8,7,10
nolja_0808,3711,9,7,10
nolja_0808,3713,9,7,10
nolja_0808,3714,8,7,10
nolja_0808,3715,8,7,10
nolja_0808,3858,9,7,10
nolja_0808,3859,9,7,10
nolja_0808,3860,8,7,10
nolja_0808,3861,9,7,10
nolja_0808,3862,9,7,10
nolja_0808,3863,8,7,10
nolja_0808,3864,9,7,10
nolja_0808,3865,8,7,10
nolja_0808,3866,9,7,10
nolja_0808,3867,9,7,10
nolja_0808,3868,9,7,10
nolja_0808,3869,9,7,10
nolja_0808,3870,8,7,10
nolja_0808,3871,9,7,10
nolja_0808,3872,9,7,10
nolja_0808,3873,8,7,10
nolja_0808,3874,9,7,10
nolja_0808,3875,9,7,10
nolja_0808,3876,9,7,10
nolja_0808,3877,9,7,10
nolja_0808,3878,9,7,10
nolja_0808,3879,9,7,10
nolja_0808,3880,8,7,10
nolja_0808,3881,9,7,10
nolja_0808,3882,9,7,10
nolja_0808,3883,8,7,10
nolja_0808,3884,9,7,10
nolja_0808,3885,9,7,10
nolja_0808,3886,9,7,10
nolja_0808,3887,9,7,10
nolja_0808,3888,9,7,10
nolja_0808,3889,8,7,10
nolja_0808,3890,8,7,10
nolja_0808,3891,9,7,10
nolja_0808,3892,9,7,10
nolja_0808,3893,8,7,10
nolja_0808,3894,9,7,10
nolja_0808,3895,8,7,10
nolja_0808,3896,9,7,10
nolja_0808,3897,9,7,10
nolja_0808,3898,9,7,10
nolja_0808,3899,9,7,10
nolja_0808,3900,9,7,10
nolja_0808,3901,9,7,10
nolja_0808,3902,9,7,10
nolja_0808,3903,8,7,10
nolja_0808,3904,9,7,10
nolja_0808,3905,8,7,10
nolja_0808,3906,9,7,10
nolja_0808,3907,9,7,10
nolja_0808,3908,9,7,10
nolja_0808,3909,9,7,10
nolja_0808,3910,8,7,10
nolja_0808,3911,9,7,10
nolja_0808,3912,9,7,10
nolja_0808,3913,8,7,10
nolja_0808,3914,9,7,10
nolja_0808,3915,8,7,10
nolja_0808,3916,9,7,10
nolja_0808,3917,9,7,10
nolja_0808,3918,9,7,10
nolja_0808,3919,9,7,10
nolja_0808,3921,8,8,10
nolja_0808,3922,7,8,10
nolja_0808,3923,8,8,10
nolja_0808,3924,7,8,10
nolja_0808,3925,8,8,10
nolja_0808,3926,8,8,10
nolja_0808,3927,7,8,10
nolja_0808,3928,8,8,10
nolja_0808,3929,7,6,10
nolja_0808,3940,2,10,29
nolja_0808,4164,2,1,120
nolja_0808,4165,2,117,120
nolja_0808,4166,1,118,120
nolja_0808,4167,2,118,120
nolja_0808,4168,2,118,120
nolja_0808,4169,1,118,120
nolja_0808,4170,1,118,120
nolja_0808,4171,1,118,120
nolja_0808,4172,2,119,120
nolja_0808,4175,2,113,120
nolja_0808,4176,2,112,120
nolja_0808,4177,2,112,120
nolja_0808,4178,1,112,120
nolja_0808,4179,2,110,120
nolja_0808,4329,2,109,120
nolja_0808,4336,1,1,132
nolja_0808,4347,1,41,132
nolja_0808,4349,2,46,132
nolja_0808,4486,2,46,132
nolja_0808,4489,2,1,51
nolja_0808,4493,2,11,51
nolja_0808,4515,2,12,51
nolja_0808,4520,2,30,61
nolja_0808,4521,1,32,51
nolja_0808,4522,2,31,51
nolja_0808,4523,1,29,51
nolja_0808,4524,2,29,51
nolja_0808,4525,1,29,51
nolja_0808,4526,2,29,51
nolja_0808,4527,2,29,51
nolja_0808,4531,2,16,61
nolja_0808,4533,1,11,51
nolja_0808,4534,1,11,51
nolja_0808,4535,2,11,51
nolja_0808,4694,2,12,51
nolja_0808,4696,2,1,23
nolja_0808,4698,2,6,23
nolja_0808,4907,2,4,23
nolja_0808,5057,13,3,19
nolja_0808,5058,13,3,19
nolja_0808,5059,12,3,19
nolja_0808,5060,12,3,19
nolja_0808,5061,12,3,19
nolja_0808,5069,1,1,145
nolja_0808,5070,2,1,145
nolja_0808,5071,1,1,145
nolja_0808,5072,2,1,145
nolja_0808,5073,2,1,145
nolja_0808,5074,1,1,145
nolja_0808,5075,2,1,145
nolja_0808,5076,1,1,145
nolja_0808,5079,2,5,145
nolja_0808,5080,1,5,145
nolja_0808,5081,2,5,145
nolja_0808,5082,1,5,145
nolja_0808,5083,2,4,145
nolja_0808,5086,2,138,145
nolja_0808,5087,2,138,145
nolja_0808,5100,1,3,96
nolja_0808,5101,2,3,96
nolja_0808,5102,2,3,96
nolja_0808,5105,2,92,96
nolja_0808,5106,2,90,96
nolja_0808,5108,1,1,107
nolja_0808,5111,2,5,107
nolja_0808,5112,1,5,107
nolja_0808,5113,2,5,107
nolja_0808,5114,1,5,107
nolja_0808,5116,1,1,111
nolja_0808,5117,2,1,111
nolja_0808,5118,2,1,111
nolja_0808,5119,1,111,111
nolja_0808,5120,2,108,111
nolja_0808,5122,2,68,111
nolja_0808,5123,2,70,111
nolja_0808,5124,1,67,111
nolja_0808,5125,2,67,111
nolja_0808,5126,2,67,111
nolja_0808,5128,2,74,111
nolja_0808,5130,2,39,111
nolja_0808,5132,2,100,111
nolja_0808,5133,2,101,111
nolja_0808,5141,12,2,73
nolja_0808,5143,7,14,73
nolja_0808,5290,8,22,73
nolja_0808,5291,9,22,73
nolja_0808,5292,9,22,73
nolja_0808,5293,8,22,73
nolja_0808,5294,9,22,73
nolja_0808,5295,8,22,73
nolja_0808,5296,9,22,73
nolja_0808,5297,9,22,73
nolja_0808,5298,8,22,73
nolja_0808,5299,9,22,73
nolja_0808,5300,8,22,73
nolja_0808,5301,9,22,73
nolja_0808,5302,9,22,73
nolja_0808,5303,8,22,73
nolja_0808,5308,2,1,111
nolja_0808,5309,2,1,111
nolja_0808,5310,1,111,111
nolja_0808,5314,2,101,111
nolja_0808,5315,1,101,111
nolja_0808,5318,2,3,79
nolja_0808,5319,1,3,79
nolja_0808,5320,2,3,79
nolja_0808,5321,2,3,79
nolja_0808,5325,2,68,79
nolja_0808,5327,2,60,79
nolja_0808,5328,1,61,79
nolja_0808,5329,2,61,79
nolja_0808,5330,2,61,79
nolja_0808,5331,1,60,79
nolja_0808,5333,2,47,79
nolja_0808,5334,2,38,79
nolja_0808,5338,2,19,72
nolja_0808,5340,2,3,79
nolja_0808,5341,2,19,79
nolja_0808,5342,1,78,79
nolja_0808,5345,2,63,79
nolja_0808,5347,1,62,79
nolja_0808,5348,1,61,79
nolja_0808,5349,2,61,79
nolja_0808,5350,2,61,79
nolja_0808,5351,2,61,79
nolja_0808,5352,1,61,79
nolja_0808,5353,2,61,79
nolja_0808,5355,2,62,79
nolja_0808,5356,1,62,79
nolja_0808,5357,2,62,79
nolja_0808,5358,1,61,79
nolja_0808,5362,2,35,79
nolja_0808,5369,11,2,73
nolja_0808,5370,9,6,73
nolja_0808,5371,13,16,73
nolja_0808,5373,9,22,73
nolja_0808,5539,1,1,65
nolja_0808,5541,2,4,65
nolja_0808,5542,2,4,65
nolja_0808,5543,2,4,65
nolja_0808,5544,1,4,65
nolja_0808,5545,2,4,65
nolja_0808,5546,2,4,65
nolja_0808,5548,2,1,121
nolja_0808,5549,2,2,121
nolja_0808,5551,2,14,121
nolja_0808,5553,1,11,121
nolja_0808,5554,1,10,121
nolja_0808,5555,1,10,121
nolja_0808,5556,2,10,121
nolja_0808,5560,2,91,121
nolja_0808,5561,2,26,121
nolja_0808,5562,1,29,121
nolja_0808,5564,2,38,181
nolja_0808,5566,2,58,121
nolja_0808,5567,2,56,121
nolja_0808,5568,1,59,121
nolja_0808,5572,2,66,121
nolja_0808,5573,1,66,121
nolja_0808,5574,2,66,121
nolja_0808,5575,1,86,121
nolja_0808,5577,2,67,121
nolja_0808,5578,2,67,121
nolja_0808,5579,2,68,121
nolja_0808,5580,1,71,121
nolja_0808,5582,2,65,121
nolja_0808,5583,2,65,121
nolja_0808,5584,1,65,121
nolja_0808,5585,1,65,121
nolja_0808,5586,2,65,121
nolja_0808,5588,2,68,121
nolja_0808,5589,2,68,121
nolja_0808,5590,1,68,121
nolja_0808,5592,2,75,121
nolja_0808,5598,1,105,121
nolja_0808,5599,1,105,121
nolja_0808,5602,2,109,121
nolja_0808,5608,5,1,81
nolja_0808,5609,4,1,81
nolja_0808,5610,3,81,81
nolja_0808,5614,7,41,61
nolja_0808,5746,7,38,79
nolja_0808,5751,1,2,176
nolja_0808,5753,2,8,176
nolja_0808,5754,2,8,176
nolja_0808,5755,2,10,176
nolja_0808,5756,2,10,176
nolja_0808,5757,2,10,176
nolja_0808,5758,1,11,176
nolja_0808,5759,2,11,176
nolja_0808,5762,2,21,136
nolja_0808,5763,2,39,172
nolja_0808,5764,2,61,172
nolja_0808,5765,2,63,132
nolja_0808,5766,2,61,172
nolja_0808,5767,2,89,172
nolja_0808,5768,2,111,172
nolja_0808,5769,1,166,172
nolja_0808,5770,1,119,176
nolja_0808,5771,2,119,176
nolja_0808,5773,2,119,176
nolja_0808,5776,2,130,176
nolja_0808,5777,1,130,176
nolja_0808,5778,2,130,176
nolja_0808,5779,2,130,176
nolja_0808,5784,2,158,176
nolja_0808,5785,2,160,176
nolja_0808,5786,2,160,176
nolja_0808,5787,2,160,176
nolja_0808,5788,2,160,176
nolja_0808,5797,2,169,177
nolja_0808,5800,2,163,177
nolja_0808,5801,1,162,177
nolja_0808,5807,2,122,177
nolja_0808,5808,2,122,177
nolja_0808,5809,2,122,177
nolja_0808,5814,11,1,19
nolja_0808,5816,10,7,19
nolja_0808,5995,10,7,19
nolja_0808,6000,2,1,157
nolja_0808,6001,2,3,157
nolja_0808,6004,2,8,157
nolja_0808,6005,2,10,157
nolja_0808,6006,1,11,157
nolja_0808,6007,1,12,157
nolja_0808,6008,1,12,157
nolja_0808,6009,1,12,157
