시리즈존,존전체곡수,번호,확정도,곡,판독,VOD시각
PRIME 2,73,33,화면에나옴,하트 어택,재판독,40:18
PRIME 2,73,34,시각확정,불카누스,재판독,40:19
PRIME 2,73,35,화면에나옴,슈브 소토스,재판독,40:20
PRIME 2,73,36,화면에나옴,리더,재판독,40:20
PRIME 2,73,37,화면에나옴,사라반드 - SHORT CUT -,재판독,40:22
PRIME 2,73,38,화면에나옴,프라임2 오프닝 - SHORT CUT -,재판독,40:22
PRIME 2,73,39,시각확정,슈브 니구라스 - SHORT CUT -,재판독,40:23
PRIME 2,73,40,화면에나옴,가장신자 - SHORT CUT -,재판독,40:23
PRIME 2,73,41,화면에나옴,스텝,재판독,40:24
PRIME 2,73,42,화면에나옴,꺼림칙한,재판독,40:25
PRIME 2,73,43,시각확정,허쉬,재판독,40:26
PRIME 2,73,44,화면에나옴,폴른 엔젤,재판독,40:26
PRIME 2,73,45,화면에나옴,가고일 - FULL SONG -,재판독,40:27
PRIME 2,73,46,화면에나옴,허쉬 - FULL SONG -,재판독,40:28
PRIME 2,73,47,시각확정,V3,재판독,40:29
PRIME 2,73,48,화면에나옴,크로스 타임,재판독,40:29
PRIME 2,73,49,화면에나옴,유령의 축제 2 (Sneak),재판독,40:30
PRIME 2,73,50,시각확정,헬릭스,재판독,40:31
PRIME 2,73,51,시각확정,히페리온,재판독,40:32
PRIME 2,73,52,화면에나옴,블랙 드래곤,재판독,40:32
PRIME 2,73,53,화면에나옴,BS파워 익스플로전,재판독,40:33
PRIME 2,73,54,시각확정,스타트 온 레드,재판독,40:34
PRIME 2,73,55,시각확정,타임 어택 <블루>,재판독,40:35
PRIME 2,73,56,화면에나옴,매지컬 베케이션,재판독,40:35
PRIME 2,73,57,화면에나옴,비주얼 드림 2 (인 픽션),재판독,40:36
PRIME 2,73,58,시각확정,사월,재판독,40:37
PRIME 2,73,59,화면에나옴,슈퍼 스타일린,재판독,40:37
PRIME 2,73,60,화면에나옴,크리스마스의 기억,재판독,40:38
PRIME 2,73,61,화면에나옴,킵 온!,재판독,40:39
PRIME 2,73,62,화면에나옴,아스테리오스 -리엔트리-,재판독,40:40
PRIME 2,73,63,화면에나옴,라 그랑 블루,재판독,40:40
PRIME 2,73,64,화면에나옴,인피니티,재판독,40:41
PRIME 2,73,65,시각확정,고딕 레조넌스,재판독,40:42
PRIME 2,73,66,화면에나옴,베들램,재판독,40:43
PRIME 2,73,67,화면에나옴,어 사이트 데 라 루,재판독,40:43
PRIME 2,73,68,화면에나옴,클루,재판독,40:44
PRIME 2,73,69,시각확정,레드라인,재판독,40:45
PRIME 2,73,70,화면에나옴,킬 뎀!,재판독,40:45
PRIME 2,73,71,화면에나옴,도나텔로,재판독,40:46
PRIME 2,73,72,시각확정,사월 - SHORT CUT -,재판독,40:47
PRIME 2,73,73,화면에나옴,히페리온 - SHORT CUT -,재판독,40:47
XX,109,1,화면에나옴,조깅,재판독,49:03
XX,109,2,화면에나옴,풀 문,재판독,49:03.8
XX,109,3,화면에나옴,타이밍,재판독,49:03.8
XX,109,4,화면에나옴,날아올라,재판독,49:04
XX,109,5,크기만,유 앤 아이,재판독,49:04
XX,109,6,판독기록,굿 나이트 - FULL SONG -,재판독,45:06
XX,109,7,판독기록,풀 문 - FULL SONG -,재판독,45:07
XX,109,8,크기만,웨딩 크래셔,재판독,49:04.2
XX,109,9,크기만,스위트로닉,재판독,49:04.2
XX,109,10,화면에나옴,오블리터레이션,재판독,49:04.8
XX,109,11,화면에나옴,트란사칼리아,재판독,49:04.8
XX,109,12,화면에나옴,1949,재판독,49:04.8
XX,109,13,화면에나옴,야누스,재판독,49:05
XX,109,14,화면에나옴,아이 원트 유,재판독,49:05.2
XX,109,15,판독기록,디스트릭트 1,재판독,49:05
XX,109,16,판독기록,슈가 플럼,재판독,49:05.2
XX,109,17,판독기록,텔링 포츈 플라워,재판독,49:05.5
XX,109,18,판독기록,니알라토텝,재판독,49:05.2
XX,109,19,판독기록,하트 래빗 코스터,재판독,49:05.5
XX,109,20,크기만,립톤 스트라이크,재판독,49:06.2
XX,109,21,화면에나옴,스켑틱,재판독,49:06.5
XX,109,22,화면에나옴,아이올라이트 스카이,재판독,49:06.8
XX,109,23,화면에나옴,퍼센트 엑스,재판독,49:07
XX,109,24,화면에나옴,금혼식,재판독,49:07.2
XX,109,25,화면에나옴,라 그랑드 루즈,재판독,49:07.2
XX,109,26,크기만,까르멘 버스,재판독,49:07
XX,109,27,크기만,마카롱 데이,재판독,49:07.5
XX,109,28,크기만,아이스 오브 데스,재판독,49:07.5
XX,109,29,화면에나옴,포세이돈,재판독,49:07.8
XX,109,30,화면에나옴,아드레날린 블래스터,재판독,49:08
XX,109,31,화면에나옴,배니쉬,재판독,49:07.8
XX,109,32,화면에나옴,테일즈 오브 펌프니아,재판독,49:07.8
XX,109,33,화면에나옴,김치 핑거즈,재판독,49:08
XX,109,34,크기만,오르비트 스테빌라이저,재판독,49:08.5
XX,109,35,크기만,파괴,재판독,49:08.5
XX,109,36,화면에나옴,클레마티스 랩소디아,재판독,49:09.2
XX,109,37,화면에나옴,위키드 레전드,재판독,49:09.5
XX,109,38,화면에나옴,탄탄멘,재판독,49:10.2
XX,109,39,화면에나옴,스타드림 (feat. Romelon),재판독,49:10.2
XX,109,40,화면에나옴,캉-캉 ~Orpheus in The Party Mix~,재판독,49:11
XX,109,41,화면에나옴,파파시토 (feat. KuTiNA),재판독,49:12
XX,109,42,시각확정,파이어 오브 데스티니,재판독,49:11
XX,109,43,시각확정,디 엔드 오브 더 월드 ft. Skizzo,재판독,49:12
XX,109,44,시각확정,포가튼 뱀파이어,재판독,49:13
XX,109,45,화면에나옴,아마겟돈,재판독,49:14
XX,109,46,화면에나옴,리펜턴스,재판독,49:15
XX,109,47,화면에나옴,더 레버리,재판독,49:16
XX,109,48,화면에나옴,시그너스,재판독,49:17
XX,109,49,화면에나옴,트로피카닉,재판독,49:18
XX,109,50,화면에나옴,패러독스 - SHORT CUT -,재판독,49:19
XX,109,51,화면에나옴,하늘다람쥐,재판독,49:19
XX,109,52,화면에나옴,파파시토 (feat. KuTiNA) - FULL SONG -,재판독,디시 펌프갤 제보 2026-08-05
XX,109,53,시각확정,데사파레세르,재판독,49:20
XX,109,54,화면에나옴,에러코드: 0,재판독,49:21
XX,109,55,화면에나옴,메테오 사이언스 (GADGET mix),재판독,49:22
XX,109,56,시각확정,파이어 누들 챌린지,재판독,49:22
XX,109,57,시각확정,니알라토텝 - SHORT CUT -,재판독,49:23
XX,109,58,화면에나옴,웨딩 크래셔 - SHORT CUT -,재판독,49:24
XX,109,59,화면에나옴,캉-캉 ~Orpheus in The Party Mix~ - SHORT CUT -,재판독,49:25
XX,109,60,화면에나옴,XX 오프닝 - SHORT CUT -,재판독,49:25
XX,109,61,시각확정,아이 원트 유 - SHORT CUT -,재판독,49:26
XX,109,62,화면에나옴,포세이돈 - SHORT CUT -,재판독,49:27
XX,109,63,화면에나옴,스위트로닉 - SHORT CUT -,재판독,49:28
XX,109,64,화면에나옴,갓 모드 2.0 feat. Skizzo,재판독,49:29
XX,109,65,시각확정,슬랩스틱 파르페,재판독,49:29
XX,109,66,화면에나옴,페이브 가든,재판독,49:30
XX,109,67,화면에나옴,팝 시퀀스,재판독,49:31
XX,109,68,화면에나옴,크로싱 델타,재판독,49:32
XX,109,69,화면에나옴,클럽 나이트,재판독,49:32
XX,109,70,화면에나옴,인디스트럭터블,재판독,49:33
XX,109,71,화면에나옴,8 6,재판독,49:34
XX,109,72,화면에나옴,크로스 소울,재판독,49:35
XX,109,73,시각확정,브로큰 카르마 (PIU EDIT),재판독,49:35
XX,109,74,화면에나옴,천년이 지나서,재판독,49:36
XX,109,75,화면에나옴,라라,재판독,49:37
XX,109,76,화면에나옴,프렌드,재판독,49:38
XX,109,77,화면에나옴,컨플릭트,재판독,49:38
XX,109,78,화면에나옴,데인저 & 데인저,재판독,49:39
XX,109,79,화면에나옴,니힐리즘 - 어나더 버전 -,재판독,49:40
XX,109,80,화면에나옴,"팔랑크스 ""RS2018 edit""",재판독,49:41
XX,109,81,화면에나옴,포인트 제로 2,재판독,49:41
XX,109,82,화면에나옴,브레인 파워,재판독,49:42
XX,109,83,화면에나옴,라이프 이즈 피아노,재판독,49:43
XX,109,84,화면에나옴,글로리아,재판독,49:43
XX,109,85,화면에나옴,모페모페,재판독,49:44
XX,109,86,화면에나옴,Re : 엔드 오브 어 드림,재판독,49:45
XX,109,87,시각확정,크로스 레이 (feat. 月下Lia),재판독,49:46
XX,109,88,화면에나옴,알레그로 콘 뿌오코 - FULL SONG -,재판독,디시 펌프갤 제보 2026-08-05
XX,109,89,화면에나옴,프라임 타임,재판독,49:46
XX,109,90,화면에나옴,8 6 - FULL SONG -,재판독,디시 펌프갤 제보 2026-08-05
XX,109,91,화면에나옴,바로크 바이러스 - FULL SONG -,재판독,디시 펌프갤 제보 2026-08-05
XX,109,92,화면에나옴,얼티메이텀,재판독,49:47
XX,109,93,화면에나옴,시간의 회랑 라비린스,재판독,49:48
XX,109,94,화면에나옴,이미지네이션,재판독,49:48
XX,109,95,화면에나옴,블랙스완,재판독,49:49
XX,109,96,화면에나옴,오벨리스크,재판독,53:10
XX,109,97,화면에나옴,레이지 오브 파이어,재판독,53:09
XX,109,98,화면에나옴,듀얼 레이싱 <레드 vs 블루>,재판독,53:08
XX,109,99,화면에나옴,싸이클링!,재판독,53:07
XX,109,100,화면에나옴,우라늄,재판독,53:06
XX,109,101,화면에나옴,제로아이즈,재판독,53:05
XX,109,102,화면에나옴,라이징 스타,재판독,53:04
XX,109,103,화면에나옴,일 더하기 일은 귀요미,재판독,53:03
XX,109,104,판독기록,헤드리스 치킨,재판독,53:02
XX,109,105,판독기록,오버 더 호라이즌,재판독,53:01
XX,109,106,판독기록,로키,재판독,53:01
XX,109,107,판독기록,디멘트 ~에프터 레전드~,재판독,53:00
XX,109,108,크기만,하우스플랜,재판독,49:02
XX,109,109,크기만,유어 마인드,재판독,49:02
PHOENIX,132,1,화면에나옴,스톰,재판독,53:17
PHOENIX,132,2,화면에나옴,비행기,재판독,53:18
PHOENIX,132,3,화면에나옴,노스텔지어,재판독,53:18
PHOENIX,132,4,화면에나옴,사월의 축제,재판독,53:17
PHOENIX,132,5,화면에나옴,ESP,재판독,53:18
PHOENIX,132,6,화면에나옴,하이웨이 체이서,재판독,53:19
PHOENIX,132,7,화면에나옴,이터널 유니버스,재판독,53:20
PHOENIX,132,8,화면에나옴,번 아웃,재판독,53:21
PHOENIX,132,9,화면에나옴,4NT,재판독,53:22
PHOENIX,132,10,화면에나옴,얼티밋 아이즈,재판독,53:23
PHOENIX,132,11,화면에나옴,냥-턴 (feat. KuTiNA),재판독,53:24
PHOENIX,132,12,화면에나옴,벡터,재판독,53:25
PHOENIX,132,13,화면에나옴,베르사이유,재판독,53:26
PHOENIX,132,14,화면에나옴,더 아포칼립스,재판독,53:27
PHOENIX,132,15,화면에나옴,쇼다운,재판독,53:28
PHOENIX,132,16,화면에나옴,붐!!,재판독,53:29
PHOENIX,132,17,화면에나옴,유포리아닉,재판독,53:30
PHOENIX,132,18,화면에나옴,할로윈 파티 ~Multiverse~,재판독,53:31
PHOENIX,132,19,화면에나옴,쥬핀,재판독,53:32
PHOENIX,132,20,화면에나옴,그로스,재판독,53:33
PHOENIX,132,21,화면에나옴,꼭두각시,재판독,53:34
PHOENIX,132,22,화면에나옴,플레이버 스텝!,재판독,53:35
PHOENIX,132,23,화면에나옴,데드 엔드,재판독,53:36
PHOENIX,132,24,화면에나옴,루시드 드림,재판독,53:37
PHOENIX,132,25,화면에나옴,시,재판독,53:37
PHOENIX,132,26,화면에나옴,추격,재판독,53:38
PHOENIX,132,27,화면에나옴,스타드림 -Eurobeat Remix-,재판독,53:39
PHOENIX,132,28,화면에나옴,1948,재판독,53:40
PHOENIX,132,29,화면에나옴,결투,재판독,53:41
PHOENIX,132,30,화면에나옴,배니쉬 2 - Roar of the invisible dragon,재판독,53:42
PHOENIX,132,31,화면에나옴,라크리모사,재판독,53:43
PHOENIX,132,32,화면에나옴,솔페지에토,재판독,53:44
PHOENIX,132,33,화면에나옴,머독,재판독,53:45
PHOENIX,132,34,화면에나옴,리틀 먼치킨,재판독,53:45
PHOENIX,132,35,화면에나옴,"사이먼 세이즈, 유로댄스!! (feat. Sara☆M)",재판독,53:46
PHOENIX,132,36,화면에나옴,바버스 매드니스,재판독,53:47
PHOENIX,132,37,화면에나옴,요! 세이!! 페어리!!!,재판독,53:48
PHOENIX,132,38,화면에나옴,피가로의 결혼 ~Celebrazione Remix~,재판독,53:49
PHOENIX,132,39,화면에나옴,데몬 오브 라플라스,재판독,53:50
PHOENIX,132,40,화면에나옴,블루이쉬 로즈,재판독,53:51
PHOENIX,132,41,화면에나옴,록시아,재판독,53:52
PHOENIX,132,42,화면에나옴,프ㄹi마 마테ㄹi아,재판독,53:53
PHOENIX,132,43,화면에나옴,임페리움,재판독,53:54
PHOENIX,132,44,화면에나옴,네오 카타르시스,재판독,53:55
PHOENIX,132,45,화면에나옴,열정,재판독,53:56
PHOENIX,132,46,화면에나옴,초악마황제,재판독,53:57
PHOENIX,132,47,화면에나옴,큐리아서티 오버드라이브,재판독,53:58
PHOENIX,132,48,화면에나옴,소닉 붐,재판독,53:59
PHOENIX,132,49,화면에나옴,메가하츠,재판독,53:59
PHOENIX,132,50,화면에나옴,다크사이드 오브 더 마인드,재판독,54:00
PHOENIX,132,51,화면에나옴,E.O.N,재판독,54:02
PHOENIX,132,52,화면에나옴,카오스 어게인,재판독,54:02
PHOENIX,132,53,화면에나옴,솔브 마이 허트,재판독,59:18
PHOENIX,132,54,화면에나옴,글리머 글림,재판독,59:17
PHOENIX,132,55,시각확정,서든 어페어런스 이미지,재판독,59:17
PHOENIX,132,56,시각확정,데카 댄스,재판독,59:16
PHOENIX,132,57,화면에나옴,뉴 로즈,재판독,59:15
PHOENIX,132,58,화면에나옴,헤라클레스,재판독,59:15
PHOENIX,132,59,시각확정,인베이젼,재판독,59:14
PHOENIX,132,60,화면에나옴,에렌델,재판독,59:13
PHOENIX,132,61,화면에나옴,힘 오브 골든 글로리,재판독,59:12
PHOENIX,132,62,시각확정,아테나의 방패,재판독,59:12
PHOENIX,132,63,화면에나옴,머독 vs 오타다,재판독,59:11
PHOENIX,132,64,화면에나옴,위더 가든,재판독,59:10
PHOENIX,132,65,시각확정,이매저너라이즈드 시티,재판독,59:10
PHOENIX,132,66,시각확정,크림슨 후드,재판독,59:09
PHOENIX,132,67,화면에나옴,도플갱어,재판독,59:08
PHOENIX,132,68,시각확정,디스트릭트 V,재판독,59:08
PHOENIX,132,69,시각확정,유포리아닉 - SHORT CUT -,재판독,59:07
PHOENIX,132,70,시각확정,피닉스 오프닝 - SHORT CUT -,재판독,59:06
PHOENIX,132,71,화면에나옴,쥬핀 - SHORT CUT -,재판독,59:06
PHOENIX,132,72,시각확정,그로스 - SHORT CUT -,재판독,59:05
PHOENIX,132,73,화면에나옴,네오 카타르시스 - SHORT CUT -,재판독,59:04
PHOENIX,132,74,화면에나옴,힘 오브 골든 글로리 - SHORT CUT -,재판독,59:03
PHOENIX,132,75,시각확정,할로윈 파티 ~Multiverse~ - SHORT CUT -,재판독,59:03
PHOENIX,132,76,화면에나옴,스타드림 -Eurobeat Remix- - SHORT CUT -,재판독,59:02
PHOENIX,132,77,화면에나옴,프ㄹi마 마테ㄹi아 - SHORT CUT -,재판독,59:02
PHOENIX,132,78,화면에나옴,결투 - SHORT CUT -,재판독,59:02
PHOENIX,132,79,화면에나옴,머독 vs 오타다 - SHORT CUT -,재판독,59:00
PHOENIX,132,80,화면에나옴,솔브 마이 허트 - SHORT CUT -,재판독,58:59
PHOENIX,132,81,시각확정,바이너리 스타,재판독,58:59
PHOENIX,132,82,시각확정,어바웃 더 유니버스,재판독,58:58
PHOENIX,132,83,화면에나옴,퍼페츄얼,재판독,58:57
PHOENIX,132,84,화면에나옴,댄싱,재판독,58:57
PHOENIX,132,85,시각확정,갤럭시 컬랩스,재판독,58:56
PHOENIX,132,86,화면에나옴,프렉쳐 텀퍼렐르,재판독,58:55
PHOENIX,132,87,화면에나옴,카타스트로피,재판독,58:55
PHOENIX,132,88,시각확정,휴먼 익스팅션 (PIU Edit.),재판독,58:54
PHOENIX,132,89,화면에나옴,댓 키티 (PIU Edit.),재판독,58:53
PHOENIX,132,90,화면에나옴,언더월드 ft. Skizzo (PIU Edit.),재판독,58:53
PHOENIX,132,91,시각확정,네이드 네이드,재판독,58:52
PHOENIX,132,92,화면에나옴,굿텍,재판독,58:51
PHOENIX,132,93,화면에나옴,코스믹 레일로드,재판독,58:50
PHOENIX,132,94,시각확정,에너지 시너지 매트릭스,재판독,58:50
PHOENIX,132,95,시각확정,밀크,재판독,58:49
PHOENIX,132,96,화면에나옴,어콰이어,재판독,58:48
PHOENIX,132,97,화면에나옴,진폐증 ft. Kagamine Len/GUMI,재판독,58:48
PHOENIX,132,98,시각확정,알테일,재판독,58:47
PHOENIX,132,99,화면에나옴,이렐리아,재판독,58:46
PHOENIX,132,100,화면에나옴,굿바운스,재판독,58:46
PHOENIX,132,101,시각확정,앨리스 인 미산트로프,재판독,58:45
PHOENIX,132,102,화면에나옴,R.I.P.,재판독,58:44
PHOENIX,132,103,화면에나옴,에모모모,재판독,58:43
PHOENIX,132,104,시각확정,푸파,재판독,58:43
PHOENIX,132,105,화면에나옴,스테이저,재판독,58:42
PHOENIX,132,106,화면에나옴,러쉬-모어,재판독,58:41
PHOENIX,132,107,시각확정,러쉬-아워,재판독,58:41
PHOENIX,132,108,시각확정,* 이 게임은 존재하지 않습니다 *,재판독,58:40
PHOENIX,132,109,화면에나옴,마히카,재판독,58:39
PHOENIX,132,110,화면에나옴,지젤,재판독,58:39
PHOENIX,132,111,시각확정,스푸키 마카롱,재판독,58:38
PHOENIX,132,112,화면에나옴,아라가미,재판독,58:39
PHOENIX,132,113,화면에나옴,할시온,재판독,58:36
PHOENIX,132,114,화면에나옴,디스트로0ㅣ어,재판독,58:35
PHOENIX,132,115,시각확정,빅 대디,재판독,58:35
PHOENIX,132,116,화면에나옴,플래시 아웃,재판독,58:36
PHOENIX,132,117,화면에나옴,오딘,재판독,58:33
PHOENIX,132,118,화면에나옴,비코즈 오브 유,재판독,58:32
PHOENIX,132,119,시각확정,†도프†센시†,재판독,58:32
PHOENIX,132,120,화면에나옴,팝핀 샤워,재판독,58:33
PHOENIX,132,121,화면에나옴,브레이크 스루 마이셀프 feat. Risa Yuzuki,재판독,58:30
PHOENIX,132,122,화면에나옴,비옐라의 악몽,재판독,58:29
PHOENIX,132,123,시각확정,쵸빗 플레이버,재판독,58:29
PHOENIX,132,124,화면에나옴,얼라이브,재판독,58:30
PHOENIX,132,125,화면에나옴,트릭크래쉬 220,재판독,58:27
PHOENIX,132,126,화면에나옴,익스트림 음악학원 1교시  feat. Nanahira,재판독,58:26
PHOENIX,132,127,화면에나옴,익스트림 음악학원 2교시  feat. Nanahira,재판독,58:25
PHOENIX,132,128,화면에나옴,배틀 넘버원,재판독,58:24
PHOENIX,132,129,시각확정,솔저스 (TANO*C W TEAM RED ANTHEM),재판독,58:24
PHOENIX,132,130,화면에나옴,호랑풍류가,재판독,58:25
PHOENIX,132,131,화면에나옴,헬리오스피어,재판독,58:22
PHOENIX,132,132,화면에나옴,스위트 원더랜드,재판독,58:22
PHOENIX 2,19,1,화면에나옴,고민중독,재판독,62:37
PHOENIX 2,19,2,화면에나옴,빌려온 고양이,재판독,62:36
PHOENIX 2,19,3,화면에나옴,뱅 뱅,재판독,62:36
PHOENIX 2,19,4,화면에나옴,404 (뉴 에라),재판독,62:37
PHOENIX 2,19,5,시각확정,엔조이 더 쇼,재판독,62:39
PHOENIX 2,19,6,시각확정,응징 레스토랑,재판독,62:40
PHOENIX 2,19,7,시각확정,블레이저,재판독,62:41
PHOENIX 2,19,8,시각확정,B3,재판독,62:42
PHOENIX 2,19,9,시각확정,디기탈리스,재판독,62:43
PHOENIX 2,19,10,화면에나옴,더 라스트 리벨리온,재판독,62:44
PHOENIX 2,19,11,화면에나옴,오버나이트 플라워,재판독,62:45
PHOENIX 2,19,12,화면에나옴,레전더리 도미니언,재판독,62:46
PHOENIX 2,19,13,화면에나옴,크래쉬 랜딩 랑데부,재판독,62:49
PHOENIX 2,19,14,화면에나옴,콰투오룩스,재판독,62:49
PHOENIX 2,19,15,화면에나옴,나이트시어터,재판독,62:50
PHOENIX 2,19,16,화면에나옴,인피니트 에너지 -Overdoze-,재판독,62:51
PHOENIX 2,19,17,화면에나옴,프리덤 다이브,재판독,62:52
PHOENIX 2,19,18,화면에나옴,드림체이서즈,재판독,62:53
PHOENIX 2,19,19,화면에나옴,슈퍼☆하라구로☆팝,재판독,62:55
