level,songId,stepId,title,titleEn,artistEn,difficulty,effectiveLevel,voteDifficulty,voteStd,convergenceScore,specialRatio,special,defined,clearCount,totalCount,realClearCount,realTotalCount,breakOnRate,totalBreakOnRate,bpmMin,bpmMax,stepArtist,versionIdOfChart,isPremium,isRemix,deleted,disabled,tagIds,tagVals,imageUrl,youtubeUrl,youtubeUrl3rd
S1,33,112,여래아,Yeo rae a,SID-SOUND,S1,8.343602,1.219,0.083,0.526,0.4,False,True,697,799,14,20,0.7,0.8723,90,90,EXC,3,False,False,False,False,6|17|0|1|2,0.500|0.500|0.000|0.000|0.000,https://piugame.com/data/song_img2/1fbb103bbc7d1a94d6e994b27c2e6b9a.png?v=20260701145646,,https://www.youtube.com/watch?v=i5Q0khDdfJE
S1,8,451,애프터 라이크,After LIKE,IVE,S1,1.053101,0.5,0.0,0.6,0.0,False,True,297,324,8,9,0.8889,0.9167,125,125,CONRAD,7,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img/ed7e43efd28eba896f90b94ff1ebc06f.png?v=20251219163819,https://www.youtube.com/watch?v=pNuCuCyhU0A,https://www.youtube.com/watch?v=mh0mWNx52oA
S1,16,1566,배드 애플!! feat. Nomico,Bad Apple!! feat. Nomico,Masayoshi Minoshima,S1,1.432108,0.5,0.0,0.6,0.0,False,True,162,176,3,4,0.75,0.9205,138,138,NIMGO,4,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/1c6e00d20fd612097ff9cae790e16827.png?v=20260701145646,,https://www.youtube.com/watch?v=bQRMDC2zDpU
S1,93,2009,비행기,Airplane,TYPHOON,S1,1.03628,0.25,0.0,0.658,0.0,False,True,202,218,10,10,1.0,0.9266,120,120,NIMGO,7,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/f47eb7519299f8c8e848d95c6cc74967.png?v=20260701145646,https://www.youtube.com/watch?v=4GAZbzfr2pQ,https://www.youtube.com/watch?v=kXK9trqcqY4
S1,126,2181,얼론,Alone,Highlight,S1,1.0,0.0,0.0,0.764,0.0,False,True,159,171,7,7,1.0,0.9298,115,115,SUNNY,7,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img/f1bc02103c6dc2b47d08cef830176035.png?v=20251219163819,https://www.youtube.com/watch?v=EcUXtVMlOIw,https://www.youtube.com/watch?v=o4tFU9aG2CY
S1,119,2515,날아올라,Fly high,Dreamcatcher,S1,1.732154,0.75,0.0,0.658,0.0,False,True,66,70,5,5,1.0,0.9429,154,154,BME,6,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/d35d8bf23ed86a5011b5f524fe9d6ed1.png?v=20260701145646,,https://www.youtube.com/watch?v=P8uto3fBNtg
S1,45,2771,유 앤 아이,YOU AND I,Dreamcatcher,S1,1.0,0.0,0.0,0.764,0.0,False,True,94,99,4,4,1.0,0.9495,194,194,EXC,6,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/348076ff6d242d366c6d8240e538b454.png?v=20260701145646,,https://www.youtube.com/watch?v=ftaAY2TvSQI
S1,113,3322,설탕음모론,Sugar Conspiracy Theory,MAX,S1,1.751806,1.0,0.0,0.764,0.0,False,True,80,91,5,6,0.8333,0.8791,170,170,NIMGO,4,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/0bdfc5f0e5b53f865872306f51fc0f32.png?v=20260701145646,,https://www.youtube.com/watch?v=qoN1CFF6XDc
S1,402,3358,레이디버그,Ladybug,Coconut,S1,1.358329,0.5,0.0,0.6,0.0,False,True,73,79,3,3,1.0,0.9241,133,133,HP,3,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/c764058ef1abe73675a6b1b288f0104c.png?v=20260701145646,,https://www.youtube.com/watch?v=JSFSwUJEf6o
S1,492,3491,키티 캣,Kitty Cat,Coconut,S1,1.607609,0.75,0.5,0.423,0.0,False,True,90,97,3,3,1.0,0.9278,128,128,HP,3,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/8f11c284b028ea874be1526d5888ac0a.png?v=20260701145646,,https://www.youtube.com/watch?v=LlQXxaqG2G4
S1,482,3558,아마이 유우와쿠 데인저러스,甘い誘惑デインジャラス Amai Yuuwaku Dangerous,Bakusute Sotokanda Icchome,S1,1.362068,0.5,0.0,0.6,0.0,False,True,53,61,4,4,1.0,0.8689,125,125,BANNIE,4,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/944b44536234a97d16db0c83a1f2bf4f.png?v=20260701145646,,https://www.youtube.com/watch?v=ylU1c4PyYCc
S1,454,3699,케이.오.에이 : 엘리스 인 원더월드,K.O.A : Alice In Wonderworld,Banya Production,S1,1.716134,0.75,0.0,0.658,0.0,False,True,56,60,3,3,1.0,0.9333,156,156,BPM,2,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/a874f7b05f1a86fa3b80ec45f304c50c.png?v=20260701145646,,https://www.youtube.com/watch?v=829geoZdGlE
S1,226,3769,스타드림 (feat. Romelon),Stardream (feat. Romelon),Cashew,S1,1.539551,0.75,0.0,0.658,0.0,False,True,73,87,5,6,0.8333,0.8391,160,160,SUNNY,6,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/0a5705bb58882d059fcdbd5aea9b9cce.png?v=20260701145646,,https://www.youtube.com/watch?v=dIxoP21sKJk
S1,272,3770,위 갓 투 노우,We Got 2 Know,MAX,S1,1.108171,0.25,0.0,0.658,0.0,False,True,49,52,3,3,1.0,0.9423,128,128,BPM & XqolopX,3,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/0b75dc7c2243277815afefc46a62a135.png?v=20260701145646,,https://www.youtube.com/watch?v=FJ2MyL2EKf8
S1,376,3868,라라,Lala,Yassi Pressman,S1,1.165009,0.25,0.0,0.658,0.0,False,True,57,66,2,3,0.6667,0.8636,126,126,SUNNY,6,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/9dccb5b56aff18745238b883d32a4863.png?v=20260701145646,https://www.youtube.com/watch?v=p9M4qF2IPy0,https://www.youtube.com/watch?v=NFrCQRv9IkI
S1,554,3876,사랑가,Betrayer,BanYa,S1,1.956544,1.0,0.0,0.764,0.0,False,True,54,59,3,3,1.0,0.9153,92,92,HP & ANDAMIRO,1,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/f370805212bd54111e4443c8759ab0e2.png?v=20260701145646,,https://www.youtube.com/watch?v=fpLReU1-jNM
S1,232,3904,유 어게인 마이 러브,You again my love,CYO Style & Henohenomoheji,S1,1.339969,0.375,0.125,0.519,0.0,False,True,68,72,4,4,1.0,0.9444,137,137,AYAPPING,4,False,False,False,False,13|0|1|2|3,1.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/9ce34fa1e500db4be8577c4f445a7843.png?v=20260701145646,,https://www.youtube.com/watch?v=Pql7BXh4TiI
S1,245,4014,미토츠다이라,Mitotsudaira,ETIA.,S1,1.503919,0.5,0.0,0.6,0.0,False,True,55,61,3,3,1.0,0.9016,136,136,NIMGO,4,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/ecf79c1e42b93ee432951987eb08b108.png?v=20260701145646,,https://www.youtube.com/watch?v=-49kuhusZtI
S1,645,4859,빌려온 고양이,Do the Dance,ILLIT,S1,1.218468,0.25,0.0,0.658,0.0,False,True,28,39,2,2,1.0,0.7179,130,130,,8,False,False,False,True,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/f5708ec13cb8ad496c5caa28a0b6bf6b.png?v=20260701145646,https://www.youtube.com/watch?v=j6-iCzirLAs,
S1,647,4870,404 (뉴 에라),404 (New Era),KiiiKiii,S1,1.46467,0.5,0.0,0.6,0.0,False,True,26,33,1,1,1.0,0.7879,127,127,,8,False,False,False,True,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/7d6433d1feda34e4b32cecaeea517207.png?v=20260701145646,,
S2,30,712,버블,Bubble,STAYC,S2,2.117207,0.5,0.0,0.6,0.0,False,True,150,181,3,3,1.0,0.8287,132,132,SPHAM,7,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img/9b71130dbd5410cfb920d6a7fa4e0615.png?v=20251219163819,https://www.youtube.com/watch?v=4_-A_SpRXKo,https://www.youtube.com/watch?v=gRJtgPLkHjM
S2,21,962,누드,Nxde,(G)I-DLE,S2,2.344782,0.5,0.0,0.6,0.0,False,True,157,169,6,6,1.0,0.929,136,136,SPHAM,7,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img/7b6237f4583cab1dd1a1b1f85264eaa5.png?v=20251219163819,https://www.youtube.com/watch?v=caej1rjyhHk,https://www.youtube.com/watch?v=VvbRJpz3l8c
S2,23,1046,일레븐,ELEVEN,IVE,S2,1.75918,0.0,0.0,0.764,0.0,False,True,146,158,5,5,1.0,0.9241,120,120,SUNNY,7,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img/e0cf19dbb807e5d3f2efa3db5ca163a0.png?v=20251219163819,https://www.youtube.com/watch?v=nniNHrnGvcA,https://www.youtube.com/watch?v=Qtm9pxG0YGE
S2,48,1224,두 올 다이,DO or DIE,xikers,S2,1.970725,0.25,0.0,0.658,0.0,False,True,89,103,6,6,1.0,0.8641,170,170,FEFEMZ,7,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img/820b7fbc1dcc0362d32c5745cd0b0d2c.png?v=20251219163819,https://www.youtube.com/watch?v=PrUXZ869n5s,https://www.youtube.com/watch?v=Dwukf-r_D6g
S2,20,1275,판도라,PANDORA,MAVE:,S2,1.977336,0.5,0.0,0.6,0.0,False,True,70,74,1,1,1.0,0.9459,75,75,SUNNY,7,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img/45a186e942deff08bc88bf9141e2d1dd.png?v=20251219163819,https://www.youtube.com/watch?v=jNKb36a8R4c,https://www.youtube.com/watch?v=RBAWkfbzRrw
S2,35,1371,테디베어,Teddy Bear,STAYC,S2,2.011184,0.5,0.0,0.6,0.0,False,True,146,160,3,4,0.75,0.9125,119,119,CONRAD,7,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img/5c0a9e5e699863547ef7fa8d6485fc4a.png?v=20251219163819,https://www.youtube.com/watch?v=PJZY1gClYI0,https://www.youtube.com/watch?v=jvTKycZk-nU
S2,25,1384,호랑이가 쫓아온다,Uh-Heung,DKZ,S2,1.854628,0.25,0.0,0.658,0.0,False,True,162,205,2,3,0.6667,0.7902,128,128,CONRAD,7,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img/9095d45d33d1c8cf8495c1295604e0af.png?v=20251219163819,https://www.youtube.com/watch?v=tQz1fxPepzg,https://www.youtube.com/watch?v=n_1t7OeH4_4
S2,129,1498,위스퍼,WHISPER,THE BOYZ,S2,2.010947,0.25,0.0,0.658,0.0,False,True,75,80,2,2,1.0,0.9375,96,96,FEFEMZ,7,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img/821e012731725917d2365e1352ad028f.png?v=20251219163819,https://www.youtube.com/watch?v=P0P-jjUb0pM,https://www.youtube.com/watch?v=c2VY-G5PE3Q
S2,41,1524,크러쉬,CRUSH,ZEROBASEONE,S2,2.460287,0.5,0.0,0.6,0.0,False,True,73,89,1,1,1.0,0.8202,154,154,CONRAD,7,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img/9bc09f5b3630ecbfdb72ae72460e4d40.png?v=20251219163819,https://www.youtube.com/watch?v=KmPxgkKtm4Q,https://www.youtube.com/watch?v=i3TpfGC8HZU
S2,56,2438,파이렛,Pirate,EVERGLOW,S2,2.119184,0.5,0.0,0.6,0.0,False,True,101,106,2,2,1.0,0.9528,130,130,SUNNY,7,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img/a349e92cde3a219d72d082c9ed7deade.png?v=20251219163819,https://www.youtube.com/watch?v=jnd9eJvr7JQ,https://www.youtube.com/watch?v=ZBOfYcSeBz4
S2,59,2556,아모르 파티,Amor Fati,Yeon Ja Kim,S2,2.401277,0.75,0.0,0.658,0.0,False,True,137,150,5,5,1.0,0.9133,134,134,EXC,7,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img/46f545d32d421f3b6d7bd7d67531173e.png?v=20251219163819,https://www.youtube.com/watch?v=PJGx-wldjNw,https://www.youtube.com/watch?v=1B_s4CwhH6g
S2,189,2722,스프레이,Spray,WEi,S2,1.839776,0.0,0.0,0.764,0.0,False,True,60,68,0,0,,0.8824,92,92,SPHAM,7,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img/d89b413ad14fae24007dfdd77a387d6c.png?v=20251219163819,https://www.youtube.com/watch?v=EtAO7PHNAEU,https://www.youtube.com/watch?v=tZ8VG0EgYtQ
S2,127,2812,뷰티플라이어,Beautiful Liar,MONSTA X,S2,2.045243,0.0,0.0,0.764,0.0,False,True,63,65,2,2,1.0,0.9692,130,130,SPHAM,7,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img/fdcba58abc4ae2ed3ab20da10aec0fd0.png?v=20251219163819,https://www.youtube.com/watch?v=kwB3ryIOmtA,https://www.youtube.com/watch?v=M-KWfT9t9qA
S2,94,2831,풀 문,Full Moon,Dreamcatcher,S2,2.099094,0.25,0.0,0.658,0.0,False,True,44,51,1,1,1.0,0.8627,190,190,NIMGO,6,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/992c331c091355947214279619c2a366.png?v=20260701145646,https://www.youtube.com/watch?v=EsnKygm2REU,https://www.youtube.com/watch?v=zX6ikcw08YQ
S2,77,2894,스톰,STORM,KOYOTE,S2,2.251148,0.5,0.0,0.6,0.0,False,True,86,89,3,3,1.0,0.9663,139,139,CONRAD,7,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/50c49e67d330d6bd6d84b04da8afaa2a.png?v=20260701145646,https://www.youtube.com/watch?v=YJccymemG_c,https://www.youtube.com/watch?v=tZ8VG0EgYtQ
S2,170,3257,사라반드,Sarabande,MAX,S2,3.068898,1.125,0.125,0.693,0.0,False,True,51,55,2,3,0.6667,0.9273,157,157,EXC,5,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/ffe09fd20d848ce19952f5867e6de25e.png?v=20260701145646,,https://www.youtube.com/watch?v=y0aosB2SDjI
S2,313,3367,엑스트리,XTREE,Yahpp,S2,2.04054,0.25,0.0,0.658,0.0,False,True,30,36,1,1,1.0,0.8333,190,190,BPM & JKD,3,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/ba7e3e2c8e3d175c3576d295fbe1e4b2.png?v=20260701145646,,https://www.youtube.com/watch?v=dA695Tm-8WM
S2,171,3386,테프리스,Tepris,Doin,S2,2.700139,0.75,0.0,0.658,0.0,False,True,34,38,1,1,1.0,0.8947,145,145,BPM,3,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/fbb495de710207040ce185bd2ad7424c.png?v=20260701145646,,https://www.youtube.com/watch?v=3sZaF3Hgv7U
S2,37,3505,알테일,Altale,sakuzyo,S2,2.691447,0.75,0.0,0.658,0.0,False,True,94,104,5,6,0.8333,0.9038,90,90,FEFEMZ,7,True,False,False,False,16|0|1|2|3,1.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/3aed0157e26dfa040bf84ae1167a22d5.png?v=20260701145646,https://www.youtube.com/watch?v=PcNxi_abFR0,https://www.youtube.com/watch?v=mmkhGlrldu4
S2,222,3569,엠페러,Emperor,BanYa,S2,3.234459,1.25,0.0,0.902,0.0,False,True,23,24,1,1,1.0,0.9583,150,150,HP & ANDAMIRO,1,False,False,False,False,16|0|1|2|3,1.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/ec32e893a0030fc132608a1f1e9fbb99.png?v=20260701145646,,https://www.youtube.com/watch?v=XlyGKy3Rldc
S2,432,3598,팝 더 트랙,Pop The Track,J-Mi & Midi-D & Ft. Hanna Stockzell,S2,2.960799,1.0,0.0,0.764,0.0,False,True,21,22,0,0,,0.9545,160,160,ANDAMIRO,3,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/144c2b06732112f18a9342904b058aa4.png?v=20260701145646,,https://www.youtube.com/watch?v=4--1XszTLAo
S2,312,3652,라이프 이즈 피아노,Life is PIANO,Junk,S2,2.509868,0.5,0.0,0.6,0.0,False,True,41,44,1,1,1.0,0.9318,133,133,CONRAD,6,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/4fae4c49e72904be375f6e913a15a003.png?v=20260701145646,https://www.youtube.com/watch?v=xh-3xG0npUE,https://www.youtube.com/watch?v=kvp1KFitGks
S2,221,3692,타이밍,Timing,HIGHTEEN,S2,2.178602,0.25,0.0,0.658,0.0,False,True,36,36,1,1,1.0,1.0,164,164,OSING,6,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/8ab5981a8fb556f4c0ec89bbf6ea440b.png?v=20260701145646,,https://www.youtube.com/watch?v=V_0tNiOtPBU
S2,408,3721,팬텀,Phantom,BanYa,S2,2.491949,0.5,0.0,0.6,0.0,False,True,21,26,0,0,,0.8077,136,136,HP,1,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/5a58adbb4d29f6999bbe4baefd3d225b.png?v=20260701145646,,https://www.youtube.com/watch?v=1f4i2P7DyxY
S2,183,3772,트로피카닉,Tropicanic,SHK,S2,2.586704,0.75,0.0,0.658,0.0,False,True,64,69,7,8,0.875,0.9275,145,145,SUNNY,6,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/7599c6b45fc18dacacbd7fa710e1fbbe.png?v=20260701145646,https://www.youtube.com/watch?v=its1JH9ZSpw,https://www.youtube.com/watch?v=c8-Qnc5v94E
S2,124,3792,파이널 오디션,Final Audition,BanYa,S2,2.460329,0.5,0.0,0.6,0.0,False,True,37,40,0,0,,0.925,130,130,BPM,1,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/fe93729aa054c286b1390d479412c284.png?v=20260701145646,,https://www.youtube.com/watch?v=GLmHNnEaM0s
S2,472,3887,아이디얼라이즈드 로맨스,Idealized Romance,void,S2,2.514922,0.5,0.0,0.6,0.0,False,True,30,31,0,0,,0.9677,140,140,CONRAD,4,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/93502de99273144f0d65d4ac1ba513ff.png?v=20260701145646,,https://www.youtube.com/watch?v=OzoyFjaDAik
S2,458,3909,파이널 오디션 3,Final Audition 3,BanYa,S2,2.432937,0.5,0.0,0.6,0.0,False,True,21,21,1,1,1.0,1.0,130,130,HP,1,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/9ea79a55ca907426a0f27737b7da4d4d.png?v=20260701145646,,https://www.youtube.com/watch?v=nwsmIjUh5fE
S2,325,3935,댄스 위드 미,Dance with me,BanYa,S2,2.386154,0.5,0.0,0.6,0.0,False,True,34,36,1,1,1.0,0.9444,122,122,HP,1,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/49ebded4723188a75111a4a701cd6eb0.png?v=20260701145646,,https://www.youtube.com/watch?v=4JbypOHmd6U
S2,257,3979,윌 오 더 위스프,Will-O-The-Wisp,BanYa,S2,2.183838,0.25,0.0,0.658,0.0,False,True,21,22,0,0,,0.9545,210,210,HP & ANDAMIRO,1,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/409db0768e50412b588b23311f0b7cb4.png?v=20260701145646,,https://www.youtube.com/watch?v=dNjh6G0RAxw
S2,526,3987,블레이즈 이모션,Blaze Emotion,Yahpp,S2,2.630129,0.75,0.0,0.658,0.0,False,True,25,26,0,0,,0.9615,170,170,HP & ANDAMIRO,2,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/93555d69ef2703fcc846dc9f8608a930.png?v=20260701145646,,https://www.youtube.com/watch?v=x1OTFIcEL2c
S2,382,4007,유 갓 투 노우,U GOT 2 KNOW,MAX,S2,2.649413,0.75,0.0,0.658,0.0,False,True,21,24,0,0,,0.875,127,127,HP & ANDAMIRO,3,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/8075ad3bc1d71a6a2d42313eff1ecd98.png?v=20260701145646,,https://www.youtube.com/watch?v=03-ZBr6WZZY
S2,303,4015,오벨리스크,Obelisque,ESTi x M2U,S2,2.000232,0.0,0.0,0.764,0.0,False,True,39,41,1,1,1.0,0.9512,140,140,MINAMI,6,False,False,False,False,13|0|1|2|3,1.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/96350a76494dedadae7e60dbfcc422a1.png?v=20260701145646,,https://www.youtube.com/watch?v=PTFhzp1tcEo
S2,501,4038,무혼,Solitary,BanYa,S2,2.716865,0.75,0.0,0.658,0.0,False,True,24,25,1,1,1.0,0.96,136,136,HP & ANDAMIRO,1,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/c07fdf7ae417843cacfde0fca25ed157.png?v=20260701145646,,https://www.youtube.com/watch?v=tH9U-BS_qK0
S2,320,4060,HTTP,HTTP,Quree,S2,2.600936,0.5,0.0,0.6,0.0,False,True,20,23,0,0,,0.8696,147,147,AEVILUX,5,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/a33e5f54f2789ce8eacfab76da16e2fd.png?v=20260701145646,,https://www.youtube.com/watch?v=Ekx5FojB7i8
S2,555,4069,블레이즈 이모션 (Band version),Blaze Emotion (band version),Yahpp,S2,2.628984,0.75,0.0,0.658,0.0,False,True,13,13,0,0,,1.0,170,170,ENVYTIC,4,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/784f0386b87ff0d1e1f6fc80fd8c98c1.png?v=20260701145646,,https://www.youtube.com/watch?v=yx2bX4svSj0
S2,556,4084,펌핑 점핑,Pumping Jumping,Banya Production,S2,2.743641,0.75,0.0,0.658,0.0,False,True,20,20,1,1,1.0,1.0,116,116,ANDAMIRO,3,False,False,False,False,17|0|1|2|3,1.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/c8dd5ba64a3a6459a77086155f1780be.png?v=20260701145646,,https://www.youtube.com/watch?v=ZGShQTWgKo4
S2,430,4096,히글디 피글디,Higgledy Piggledy,Banya Production,S2,2.997808,1.0,0.0,0.764,0.0,False,True,28,29,2,2,1.0,0.9655,150,150,RUNE,2,False,False,False,False,21|0|1|2|3,1.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/3eda55e20c4c47e4f52bbaa001de7dcd.png?v=20260701145646,,https://www.youtube.com/watch?v=6Y5xl27S3h8
S2,541,4101,아크 오브 다크니스,Arch of Darkness,Yahpp,S2,2.350144,0.5,0.0,0.6,0.0,False,True,21,21,1,1,1.0,1.0,136,136,HP & EHNE,2,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/2ca0c1cad9e5429ecfa1f87e35b56cf4.png?v=20260701145646,,https://www.youtube.com/watch?v=cEdQwHKWW40
S2,500,4121,셋 미 업,Set me up,BanYa,S2,2.562809,0.5,0.0,0.6,0.0,False,True,19,20,0,0,,0.95,120,120,HP,1,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/6f79c5acaa69b968c429463fcb6d14e1.png?v=20260701145646,,https://www.youtube.com/watch?v=A4wQCYu3l0s
S2,457,4134,위치 닥터 #1,Witch Doctor #1,Yahpp,S2,2.618498,0.5,0.0,0.6,0.0,False,True,15,16,0,0,,0.9375,122,122,HP,2,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/9e6a42eeefc9181183b71a982b0d6a0c.png?v=20260701145646,,https://www.youtube.com/watch?v=PgBvDgod7M8
S2,642,4810,뱅 뱅,BANG BANG,IVE,S2,2.691863,1.0,0.25,0.59,0.0,False,True,26,56,0,1,0.0,0.4643,152,152,,8,False,False,False,True,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/b7ec15cc136ee4f3ab94d08e172bf984.png?v=20260701145646,https://www.youtube.com/watch?v=Fdku_P5wH80,
S2,644,4835,고민중독,T.B.H,QWER,S2,2.08807,0.125,0.125,0.591,0.0,False,True,28,47,0,1,0.0,0.5957,178,178,,8,False,False,False,True,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/196677bbbfbb0a6e4bafaeaf55988b69.png?v=20260701145646,https://www.youtube.com/watch?v=imbcaN9zKzU,
S3,7,91,퀸카,Queencard,(G)I-DLE,S3,2.600434,0.75,0.0,0.658,0.0,False,True,289,484,9,12,0.75,0.5971,130,130,NIMGO,7,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img/eb729c74a7b424a6598e6a18b5025346.png?v=20251219163819,https://www.youtube.com/watch?v=dlxMd-bsvRs,https://www.youtube.com/watch?v=rOuHQLic8jU
S3,14,273,디스코드,Discord,QWER,S3,2.924828,1.0,0.0,0.764,0.0,False,True,164,206,12,16,0.75,0.7961,132,132,DulKi,7,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img/468a5036181f048540d85bfb210b4486.png?v=20251219163819,https://www.youtube.com/watch?v=L6SqSQJ_BqA,https://www.youtube.com/watch?v=XBD11P7NPIo
S3,9,455,유포리아닉,Euphorianic,SHK,S3,2.279324,0.0,0.0,0.764,0.0,False,True,220,233,20,21,0.9524,0.9442,140,140,CONRAD,7,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/7e1af52be6d8b4e147d2a0ebbf54ef98.png?v=20260701145646,https://www.youtube.com/watch?v=1ei0tAcGxac,https://www.youtube.com/watch?v=yo8Iiqyqpi8
