level,songId,stepId,title,titleEn,artistEn,difficulty,effectiveLevel,voteDifficulty,voteStd,convergenceScore,specialRatio,special,defined,clearCount,totalCount,realClearCount,realTotalCount,breakOnRate,totalBreakOnRate,bpmMin,bpmMax,stepArtist,versionIdOfChart,isPremium,isRemix,deleted,disabled,tagIds,tagVals,imageUrl,youtubeUrl,youtubeUrl3rd
S3,305,4058,팬텀 -인터메조-,Phantom -Intermezzo-,Banya Production,S3,2.91321,0.0,0.0,0.764,0.0,False,True,25,25,3,3,1.0,1.0,140,140,HP,3,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/4d0b34c7c5b03e6a382b30f240af735c.png?v=20260701145646,,https://www.youtube.com/watch?v=yRvUXMSy1Zg
S3,411,4076,업 앤 업 (Produced by AWAL),Up & Up (Produced by AWAL),Skizzo,S3,3.239061,0.25,0.0,0.658,0.0,False,True,19,19,3,3,1.0,1.0,150,150,WINDFORCE,5,False,False,False,False,21|0|1|2|3,1.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/6ebee454d88c863cacf04f8f7dd8b8c3.png?v=20260701145646,,https://www.youtube.com/watch?v=cYEJbfvB8F4
S3,494,4077,허쉬,HUSH,Yassi Pressman & Nadine Lustre,S3,3.739957,0.75,0.0,0.658,0.0,False,True,16,16,1,1,1.0,1.0,82,82,NIMGO,5,False,False,False,False,16|0|1|2|3,1.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/f0db8344e5cfa41269abdfb892d1d2b6.png?v=20260701145646,,https://www.youtube.com/watch?v=nxHbrOuRfIE
S3,109,4080,스콜피온 킹,Scorpion King,r300k,S3,3.755735,0.25,0.0,0.658,0.0,False,True,18,20,1,1,1.0,0.9,113,113,NIMGO,4,False,False,False,False,15|0|1|2|3,1.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/2d8d5d9f38d10d9b8510159a9f1b3191.png?v=20260701145646,,https://www.youtube.com/watch?v=f3nvpttkgWU
S3,454,4082,케이.오.에이 : 엘리스 인 원더월드,K.O.A : Alice In Wonderworld,Banya Production,S3,3.744474,1.0,0.0,0.764,0.0,False,True,15,15,1,1,1.0,1.0,156,156,BPM & ANDAMIRO,2,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/a874f7b05f1a86fa3b80ec45f304c50c.png?v=20260701145646,,https://www.youtube.com/watch?v=n7vcyJs22sM
S3,390,4089,펌트리스 8비트 ver.,Pumptris 8Bit ver.,Yahpp,S3,2.989112,0.25,0.0,0.658,0.0,False,True,24,24,4,4,1.0,1.0,162,162,HP,2,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/f81410c529797cfed5af41338134cf4c.png?v=20260701145646,,https://www.youtube.com/watch?v=92s4BMaUaBo
S3,450,4105,파이널 오디션 에피소드 2-1,Final Audition Ep. 2-1,Yahpp,S3,3.993268,1.0,0.0,0.764,0.0,False,True,13,13,1,1,1.0,1.0,170,170,EHNE,2,False,False,False,False,16|0|1|2|3,1.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/f68501156acb18b48e57c879fd271756.png?v=20260701145646,,https://www.youtube.com/watch?v=yTTytH8NVPk
S3,354,4108,모노리스,Monolith,Affinity,S3,3.536505,0.5,0.0,0.6,0.0,False,True,21,23,2,3,0.6667,0.913,196,196,HP,3,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/909e5df346a72fcd09b5376d50a007c9.png?v=20260701145646,,https://www.youtube.com/watch?v=OyJFAKwoZ5g
S3,376,4109,라라,Lala,Yassi Pressman,S3,3.340547,0.5,0.0,0.6,0.0,False,True,23,24,3,3,1.0,0.9583,126,126,,6,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/9dccb5b56aff18745238b883d32a4863.png?v=20260701145646,https://www.youtube.com/watch?v=p9M4qF2IPy0,https://www.youtube.com/watch?v=NFrCQRv9IkI
S3,232,4112,유 어게인 마이 러브,You again my love,CYO Style & Henohenomoheji,S3,3.737029,0.5,0.0,0.6,0.0,False,True,27,27,2,2,1.0,1.0,137,137,AYAPPING,4,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/9ce34fa1e500db4be8577c4f445a7843.png?v=20260701145646,,https://www.youtube.com/watch?v=Pql7BXh4TiI
S3,199,4113,파반느,Pavane,V.A.,S3,3.2821,0.25,0.0,0.658,0.0,False,True,19,19,1,1,1.0,1.0,160,160,HP & ANDAMIRO,3,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/b72f4902567794d82879737a188d1463.png?v=20260701145646,,https://www.youtube.com/watch?v=hLFgzSIkWTA
S3,194,4116,디 엔드 오브 더 월드 ft. Skizzo,The End of the World ft. Skizzo,MonstDeath,S3,3.268797,0.5,0.0,0.6,0.0,False,True,17,20,1,1,1.0,0.85,150,150,SUNNY,6,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/2ac7c8a9c0c3f4d9039c5389a5909f1a.png?v=20260701145646,,https://www.youtube.com/watch?v=zza0Qwydiic
S3,229,4118,파이널 오디션 에피소드 2-X,Final Audition Ep. 2-X,Yahpp,S3,3.321695,0.25,0.0,0.658,0.0,False,True,15,16,2,2,1.0,0.9375,170,170,HP,2,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/5b0e6ecc1d2e50f73a354bea2626c78d.png?v=20260701145646,,https://www.youtube.com/watch?v=weryxV_3S_U
S3,551,4119,사랑가 2006,2006. LOVE SONG,Banya Production,S3,3.985631,0.75,0.0,0.658,0.0,False,True,15,16,2,2,1.0,0.9375,96,96,OVERDEATH & JKD,2,False,False,False,False,16|0|1|2|3,1.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/0fce84fcd8fbc9d925e39f896f490e91.png?v=20260701145646,,https://www.youtube.com/watch?v=LOqvAfgOkE8
S3,533,4120,테크 -클럽 코펜하겐-,Tek -Club Copenhagen-,Banya Production,S3,4.050661,1.25,0.0,0.902,0.0,False,True,15,16,1,2,0.5,0.9375,132,132,BPM,3,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/12efbe773a7f2f0f9d49c9818be4b7f7.png?v=20260701145646,,https://www.youtube.com/watch?v=kZ22JPgGllo
S3,483,4122,기타 맨,Guitar Man,Banya Production,S3,3.823671,0.75,0.0,0.658,0.0,False,True,8,9,1,1,1.0,0.8889,120,120,EHWA,2,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/2a179f40ea1adc1905076f89fa2abc01.png?v=20260701145646,,https://www.youtube.com/watch?v=TAZy9prpLv4
S3,104,4124,왓 해픈드,What Happened,Throwdown,S3,3.774293,0.75,0.0,0.658,0.0,False,True,22,25,2,2,1.0,0.88,130,130,HP,3,False,False,False,False,21|0|1|2|3,1.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/c0202919b28b74b717b6a02b85840be7.png?v=20260701145646,,https://www.youtube.com/watch?v=BQPFne7-lYM
S3,499,4126,제이 봉,J Bong,BanYa,S3,3.05016,0.25,0.0,0.658,0.0,False,True,14,14,1,1,1.0,1.0,140,140,HP & ANDAMIRO,1,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/bdf26931b21333a794f0872e82d21038.png?v=20260701145646,,https://www.youtube.com/watch?v=i0D2pT8KwvY
S3,487,4130,헤이 유,Hey U,MAZO,S3,2.949383,0.5,0.0,0.6,0.0,False,True,19,19,2,2,1.0,1.0,162,162,SUNNY,5,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/326e0c8257a962e63e604a93e5f69d92.png?v=20260701145646,,https://www.youtube.com/watch?v=BMGEjn0sbxA
S3,439,4131,네이티브,Native,SHK,S3,3.542713,0.5,0.0,0.6,0.0,False,True,15,16,2,2,1.0,0.9375,135,135,HP & ANDAMIRO,3,False,False,False,False,21|0|1|2|3,1.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/0d53ae5f97422c33e9d58f5e5660598e.png?v=20260701145646,,https://www.youtube.com/watch?v=Ta9J7jtxu5o
S3,374,4135,비트 오브 더 워,Beat of The War,BanYa,S3,3.248578,0.5,0.0,0.6,0.0,False,True,12,12,3,3,1.0,1.0,140,202,HP,1,False,False,False,False,1|0|2|3|4,1.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/c7d2356bba6475cdc7027c7655bd0bb4.png?v=20260701145646,,https://www.youtube.com/watch?v=Y9Y3voXoanE
S3,99,4138,포인트 브레이크,Point Break,BanYa,S3,2.954334,0.0,0.0,0.764,0.0,False,True,22,22,1,1,1.0,1.0,92,92,SUNNY & ANDAMIRO,1,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/46bde033426573b8606e09e834705941.png?v=20260701145646,,https://www.youtube.com/watch?v=YUK8cFeLpew
S3,280,4139,앵귀시드 언메이킹,Anguished Unmaking,void,S3,3.373672,0.25,0.0,0.658,0.0,False,True,22,23,3,3,1.0,0.9565,170,170,NIMGO,5,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/8973c7077606b39a0caf896a5dd0c935.png?v=20260701145646,,https://www.youtube.com/watch?v=Ct65pBgVGrI
S3,469,4146,야근,Night Duty,A.V.,S3,3.271553,0.5,0.0,0.6,0.0,False,True,16,16,1,1,1.0,1.0,140,140,SUNNY,3,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/0a20adcd20b664ab3dda36ee2ebbc7b3.png?v=20260701145646,https://www.youtube.com/watch?v=ETFwH4madnw,https://www.youtube.com/watch?v=L1_NC7e2UhY
S3,377,4149,스타 커맨드,Star Command,Zircon,S3,3.985927,1.0,0.0,0.764,0.0,False,True,18,18,1,1,1.0,1.0,155,155,ANDAMIRO,3,False,False,False,False,2|0|1|3|4,1.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/6a06a2eec3aba4df950aa666233999b6.png?v=20260701145646,,https://www.youtube.com/watch?v=VyMkyoMsrCo
S3,591,4217,사월의 축제,Festival of Death Moon,SHK,S3,3.189357,0.5,0.0,0.6,0.0,False,True,65,84,8,10,0.8,0.7738,204,204,AEVILUX,7,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/0e911aaabb42d076ba2b39a6138b0d5c.png?v=20260701145646,https://www.youtube.com/watch?v=fDLBqYeU9Qc,https://www.youtube.com/watch?v=Remoj2nBCdo
S3,593,4219,에모모모,EMOMOMO,Ras,S3,2.632541,0.25,0.0,0.658,0.0,False,True,80,86,5,5,1.0,0.9302,145,145,SUNNY,7,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/ef5d306f648cd9b2ba4be5bb87f43825.png?v=20260701145646,https://www.youtube.com/watch?v=jWA-QD53fKw,https://www.youtube.com/watch?v=CcXRgObdVRo
S3,526,4220,블레이즈 이모션,Blaze Emotion,Yahpp,S3,3.996465,1.0,0.0,0.764,0.0,False,True,15,15,1,1,1.0,1.0,170,170,HP & ANDAMIRO,2,False,False,False,False,16|0|1|2|3,1.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/93555d69ef2703fcc846dc9f8608a930.png?v=20260701145646,,https://www.youtube.com/watch?v=x1OTFIcEL2c
S3,640,4647,스위트 원더랜드,SWEET WONDERLAND,MAX feat. ankimo,S3,3.933443,0.75,0.0,0.658,0.0,False,True,46,63,5,7,0.7143,0.7302,170,170,CONRAD,7,False,False,False,False,6|0|1|2|3,1.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/dc52acad323adb1d29e339cba4634de5.png?v=20260701145646,https://www.youtube.com/watch?v=J7KJwT-jzTQ,
S3,645,4892,빌려온 고양이,Do the Dance,ILLIT,S3,2.984827,0.25,0.0,0.658,0.0,False,True,20,25,0,0,,0.8,130,130,,8,False,False,False,True,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/f5708ec13cb8ad496c5caa28a0b6bf6b.png?v=20260701145646,https://www.youtube.com/watch?v=j6-iCzirLAs,
S3,647,4905,404 (뉴 에라),404 (New Era),KiiiKiii,S3,3.429817,0.625,0.125,0.519,0.0,False,True,19,22,0,0,,0.8636,127,127,,8,False,False,False,True,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/7d6433d1feda34e4b32cecaeea517207.png?v=20260701145646,,
S3,222,5178,엠페러,Emperor,BanYa,S3,3.484271,0.5,0.0,0.6,0.0,False,True,4,4,0,0,,1.0,150,150,HP & ANDAMIRO,1,False,False,False,True,6|16|0|1|2,0.500|0.500|0.000|0.000|0.000,https://piugame.com/data/song_img2/ec32e893a0030fc132608a1f1e9fbb99.png?v=20260701145646,,https://www.youtube.com/watch?v=XlyGKy3Rldc
S3,668,5239,풀 미 업 (Feat. Monya),Pull me up (Feat. Monya),Applesoda,S3,3.705013,0.75,0.0,0.658,0.0,False,True,12,14,0,0,,0.8571,160,160,,8,False,False,False,True,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/c151d5b9d69603bc1251d5e6496eb893.png?v=20260701145646,,
S3,669,5241,에르시타이트,Ercitite,Doin x neur6sia,S3,3.235436,0.5,0.0,0.6,0.0,False,True,11,14,0,0,,0.7857,135,135,,8,False,False,False,True,12|21|0|1|2,0.500|0.500|0.000|0.000|0.000,https://piugame.com/data/song_img2/19432d7398db74895d3eb81015648c4a.png?v=20260701145646,https://www.youtube.com/watch?v=cfgyl84eIEo,
S4,8,117,애프터 라이크,After LIKE,IVE,S4,2.655881,0.0,0.0,0.764,0.0,False,True,223,243,17,20,0.85,0.9177,125,125,,7,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img/ed7e43efd28eba896f90b94ff1ebc06f.png?v=20251219163819,https://www.youtube.com/watch?v=pNuCuCyhU0A,https://www.youtube.com/watch?v=mh0mWNx52oA
S4,3,320,냥-턴 (feat. KuTiNA),Nyan-turne (feat. KuTiNA),Cashew & Castellia,S4,4.33704,0.0,0.0,0.764,0.0,False,True,85,98,8,9,0.8889,0.8673,202,202,SUNNY,7,False,False,False,False,17|0|1|2|3,1.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/11b773bf4751b7d202b025ea11d25a80.png?v=20260701145646,,https://www.youtube.com/watch?v=Cx5F6-9iw88
S4,15,345,베토벤 바이러스,Beethoven Virus,BanYa,S4,5.27501,1.25,0.0,0.902,0.0,False,True,93,118,6,14,0.4286,0.7881,162,162,Kwon Oh-Seok,1,False,False,False,False,2|16|21|0|1,0.333|0.333|0.333|0.000|0.000,https://piugame.com/data/song_img2/a7b3d3aadddc0fce1160f509054f1686.png?v=20260701145646,,https://www.youtube.com/watch?v=BDyiOMtNbCI
S4,21,385,누드,Nxde,(G)I-DLE,S4,4.196189,0.25,0.0,0.658,0.0,False,True,112,117,9,11,0.8182,0.9573,136,136,,7,False,False,False,False,21|0|1|2|3,1.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img/7b6237f4583cab1dd1a1b1f85264eaa5.png?v=20251219163819,https://www.youtube.com/watch?v=caej1rjyhHk,https://www.youtube.com/watch?v=VvbRJpz3l8c
S4,30,454,버블,Bubble,STAYC,S4,4.310706,0.25,0.0,0.658,0.0,False,True,153,168,15,15,1.0,0.9107,132,132,,7,False,False,False,False,21|0|1|2|3,1.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img/9b71130dbd5410cfb920d6a7fa4e0615.png?v=20251219163819,https://www.youtube.com/watch?v=4_-A_SpRXKo,https://www.youtube.com/watch?v=gRJtgPLkHjM
S4,20,472,판도라,PANDORA,MAVE:,S4,4.158876,0.5,0.0,0.6,0.0,False,True,95,103,11,12,0.9167,0.9223,75,75,,7,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img/45a186e942deff08bc88bf9141e2d1dd.png?v=20251219163819,https://www.youtube.com/watch?v=jNKb36a8R4c,https://www.youtube.com/watch?v=RBAWkfbzRrw
S4,38,479,호랑풍류가,Horang Pungryuga,Sangnoksu feat. HANANA,S4,3.898311,0.75,0.0,0.658,0.0,False,True,186,205,13,15,0.8667,0.9073,160,160,EXC,7,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/ff5e51e70c41cfb7d92c5ee7a7f4dd9c.png?v=20260701145646,https://www.youtube.com/watch?v=ev6jhvNbavk,https://www.youtube.com/watch?v=Uycs6tzI2O0
S4,72,540,굿바운스,GOODBOUNCE,EBIMAYO,S4,4.386983,0.75,0.0,0.658,0.0,False,True,145,156,14,16,0.875,0.9295,180,180,SUNNY,7,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/fb318d836ec65eca2c99728fee9f3dc9.png?v=20260701145646,https://www.youtube.com/watch?v=MTS69zRCeNc,https://www.youtube.com/watch?v=YpjyK65K2Mo
S4,23,567,일레븐,ELEVEN,IVE,S4,3.139945,0.0,0.0,0.764,0.0,False,True,130,140,7,7,1.0,0.9286,120,120,,7,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img/e0cf19dbb807e5d3f2efa3db5ca163a0.png?v=20251219163819,https://www.youtube.com/watch?v=nniNHrnGvcA,https://www.youtube.com/watch?v=Qtm9pxG0YGE
S4,41,664,크러쉬,CRUSH,ZEROBASEONE,S4,4.111628,0.25,0.0,0.658,0.0,False,True,91,96,11,11,1.0,0.9479,154,154,,7,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img/9bc09f5b3630ecbfdb72ae72460e4d40.png?v=20251219163819,https://www.youtube.com/watch?v=KmPxgkKtm4Q,https://www.youtube.com/watch?v=i3TpfGC8HZU
S4,4,672,소닉 붐,SONIC BOOM,USAO,S4,4.941325,1.0,0.0,0.764,0.0,False,True,73,76,10,10,1.0,0.9605,205,205,SUNNY,7,False,False,False,False,17|14|0|1|2,1.500|0.500|0.000|0.000|0.000,https://piugame.com/data/song_img2/47d2111d0be2b8851490d29a191d9ac7.png?v=20260701145646,https://www.youtube.com/watch?v=pmHgUq6EWO4,https://www.youtube.com/watch?v=pHSwwzsVy7Q
S4,35,799,테디베어,Teddy Bear,STAYC,S4,2.904986,0.0,0.0,0.764,0.0,False,True,160,165,12,12,1.0,0.9697,119,119,,7,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img/5c0a9e5e699863547ef7fa8d6485fc4a.png?v=20251219163819,https://www.youtube.com/watch?v=PJZY1gClYI0,https://www.youtube.com/watch?v=jvTKycZk-nU
S4,78,1004,엘리제,Elise,DM Ashura,S4,4.745706,0.75,0.0,0.658,0.0,False,True,38,40,3,4,0.75,0.95,162,162,BPM,3,False,False,False,False,21|0|1|2|3,1.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/3a4e606d1e1b67c3937f1d7c617d852c.png?v=20260701145646,,https://www.youtube.com/watch?v=XtcWw4Jfyak
S4,39,1202,웨딩 크래셔,Wedding Crashers,SHK,S4,4.6518,0.75,0.0,0.658,0.0,False,True,45,58,4,7,0.5714,0.7759,165,165,SUNNY,6,False,False,False,False,6|0|1|2|3,1.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/a916721935bb9c8c55800fbbe556ae90.png?v=20260701145646,,https://www.youtube.com/watch?v=4xtT8WfVtHs
S4,25,1211,호랑이가 쫓아온다,Uh-Heung,DKZ,S4,2.906978,-0.25,0.0,0.902,0.0,False,True,149,158,12,12,1.0,0.943,128,128,,7,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img/9095d45d33d1c8cf8495c1295604e0af.png?v=20251219163819,https://www.youtube.com/watch?v=tQz1fxPepzg,https://www.youtube.com/watch?v=n_1t7OeH4_4
S4,149,1298,"사이먼 세이즈, 유로댄스!! (feat. Sara☆M)","Simon Says, EURODANCE!! (feat. Sara☆M)",Jehezukiel☆KAZEMURA☆Hideky,S4,4.141716,0.5,0.0,0.6,0.0,False,True,109,116,11,12,0.9167,0.9397,157,157,CONRAD,7,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/ecc05e7a2615a2a2770e4a8c5487eb4c.png?v=20260701145646,,https://www.youtube.com/watch?v=hsSlUM9OMVQ
S4,91,1304,윈터,Winter,BanYa,S4,4.644538,0.75,0.0,0.658,0.0,False,True,46,50,6,6,1.0,0.92,168,168,ANDAMIRO,1,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/6ac101f485e0f0db642dc83e9336db42.png?v=20260701145646,,https://www.youtube.com/watch?v=e9tAU1TWE9g
S4,74,1306,위더 가든,wither garden,uma feat. Kanon Tachibana,S4,4.610177,0.5,0.0,0.6,0.0,False,True,105,106,13,13,1.0,0.9906,168,168,CONRAD,7,False,False,False,False,17|0|1|2|3,1.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/a65ed99146745b6bb879e92af66517fb.png?v=20260701145646,https://www.youtube.com/watch?v=EFNf6DxUffI,https://www.youtube.com/watch?v=LwQQ1DbjEyc
S4,175,1399,갤럭시 컬랩스,Galaxy Collapse,Kurokotei,S4,4.451504,0.5,0.0,0.6,0.0,False,True,107,113,10,10,1.0,0.9469,150,320,SUNNY,7,False,False,False,False,14|0|1|2|3,1.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/f89ff0cf996937d690d7ebb7502e6c1e.png?v=20260701145646,https://www.youtube.com/watch?v=RvsrbzO5Y88,https://www.youtube.com/watch?v=DFWWNe4ufZY
S4,64,1444,소서리스 엘리제,Sorceress Elise,Yahpp,S4,5.051104,1.0,0.0,0.764,0.0,False,True,25,27,5,5,1.0,0.9259,158,158,BPM,3,False,False,False,False,17|0|1|2|3,1.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/52ba0f8236f1cc1be8533771c479b36a.png?v=20260701145646,,https://www.youtube.com/watch?v=tIpkQzRzYok
S4,45,1468,유 앤 아이,YOU AND I,Dreamcatcher,S4,4.355371,0.75,0.0,0.658,0.0,False,True,53,56,9,9,1.0,0.9464,194,194,EXC,6,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/348076ff6d242d366c6d8240e538b454.png?v=20260701145646,,https://www.youtube.com/watch?v=sqyMH4Wk0bE
S4,206,1540,우편마차,Csikos Post,BanYa,S4,4.97575,1.0,0.0,0.764,0.0,False,True,31,35,4,6,0.6667,0.8857,180,180,ANDAMIRO & EXC,1,False,False,False,False,21|0|1|2|3,1.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/93cf2160a5c0e9a8a4c90e38f67fd92d.png?v=20260701145646,,https://www.youtube.com/watch?v=Km5UT9SySC0
S4,156,1541,유포리아닉 - SHORT CUT -,Euphorianic - SHORT CUT -,SHK,S4,2.633306,0.0,0.0,0.764,0.0,False,True,256,365,10,10,1.0,0.7014,140,140,,7,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/a69635c7e3a9ddd1e9a2e3a05ac07d48.png?v=20260701145646,https://www.youtube.com/watch?v=jI70uECOSTw,https://www.youtube.com/watch?v=0Ns7DesE8oE
S4,44,1701,솔저스 (TANO*C W TEAM RED ANTHEM),Soldiers (TANO*C W TEAM RED ANTHEM),DJ Noriken,S4,4.090076,0.25,0.0,0.658,0.0,False,True,78,88,6,6,1.0,0.8864,170,170,SUNNY,7,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/99346227f519d2f7626b70e5b38c809b.png?v=20260701145646,,https://www.youtube.com/watch?v=wTv5-658Imw
S4,262,1760,스마일 다이어리,Smile Diary,you,S4,4.740557,0.75,0.0,0.658,0.0,False,True,26,28,4,4,1.0,0.9286,175,175,NIMGO,4,False,False,False,False,17|0|1|2|3,1.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/e53ffebb889fba8647191794136e24a9.png?v=20260701145646,,https://www.youtube.com/watch?v=ww46vwB_W9A
S4,65,1767,아테나의 방패,Athena's Shield,Jehezukiel,S4,4.17013,0.5,0.0,0.6,0.0,False,True,76,89,8,9,0.8889,0.8539,176,176,SUNNY,7,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/e9d9f977024488f5bb31c9e203621e84.png?v=20260701145646,https://www.youtube.com/watch?v=32lZ6qMhn8E,https://www.youtube.com/watch?v=Iynv8TNuCqA
S4,56,1849,파이렛,Pirate,EVERGLOW,S4,2.968032,0.0,0.0,0.764,0.0,False,True,103,105,9,9,1.0,0.981,130,130,,7,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img/a349e92cde3a219d72d082c9ed7deade.png?v=20251219163819,https://www.youtube.com/watch?v=jnd9eJvr7JQ,https://www.youtube.com/watch?v=ZBOfYcSeBz4
S4,138,1909,하이웨이 체이서,Highway Chaser,Cosmograph,S4,4.17469,0.5,0.0,0.6,0.0,False,True,74,80,10,11,0.9091,0.925,155,155,SUNNY,7,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/f06cbde6cc0b8747421f52ac75b3ee8b.png?v=20260701145646,https://www.youtube.com/watch?v=K7_o4sL9_n0,https://www.youtube.com/watch?v=sDVD6r4_dgs
S4,127,1915,뷰티플라이어,Beautiful Liar,MONSTA X,S4,2.997125,-0.25,0.0,0.902,0.0,False,True,74,78,13,13,1.0,0.9487,130,130,,7,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img/fdcba58abc4ae2ed3ab20da10aec0fd0.png?v=20251219163819,https://www.youtube.com/watch?v=kwB3ryIOmtA,https://www.youtube.com/watch?v=M-KWfT9t9qA
S4,49,2030,팔로우 미,Follow me,SHK,S4,4.260814,0.25,0.0,0.658,0.0,False,True,40,41,6,7,0.8571,0.9756,155,155,EXC,3,False,False,False,False,21|0|1|2|3,1.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/fb5850b7b105c2402744693afe418957.png?v=20260701145646,,https://www.youtube.com/watch?v=vnllP2EnlRk
S4,19,2036,에렌델,Earendel,Palami feat.neur6sia,S4,4.509778,1.0,0.0,0.764,0.0,False,True,114,128,9,12,0.75,0.8906,180,180,SUNNY,7,False,False,False,False,0|1|2|3|4,0.000|0.000|0.000|0.000|0.000,https://piugame.com/data/song_img2/972549a9c03d8cc569270252aa405cf8.png?v=20260701145646,https://www.youtube.com/watch?v=ebTk5hwaaGc,https://www.youtube.com/watch?v=GJ0qgMsiQyo
