표적,초,번호,채널크기,종류,알
sngl_0811,4622,80,118,난이도존,19
sngl_0811,4625,80,116,난이도존,19
sngl_0811,4627,80,116,난이도존,19
sngl_0811,4630,80,118,난이도존,19
sngl_0811,4632,90,118,난이도존,19
sngl_0811,4635,80,116,난이도존,19
sngl_0811,4637,90,118,난이도존,19
sngl_0811,4640,80,116,난이도존,19
sngl_0811,4642,90,116,난이도존,19
sngl_0811,4645,90,118,난이도존,19
sngl_0811,4647,80,116,난이도존,19
